model,seed,split,condition_id,group,missing_modalities,requested_rate,position,duration,effective_missing_rate,base_valid_bins,remaining_valid_bins,effective_missing_rate_text,remaining_ratio_text,effective_missing_rate_audio,remaining_ratio_audio,effective_missing_rate_vision,remaining_ratio_vision,accuracy,macro_f1,mae,rmse,pearson,f1_negative,f1_neutral,f1_positive,valid_sample_count
baseline,42,valid,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.0,51946,51946,0.0,1.0,0.0,1.0,0.0,1.0,0.6414835164835165,0.6105367634498272,0.5734618548278256,0.7626325327659046,0.6865242581420195,0.6811594202898551,0.43067846607669613,0.7197724039829303,728
baseline,42,test,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.0,50995,50995,0.0,1.0,0.0,1.0,0.0,1.0,0.7180192572214581,0.6707584158960307,0.6101917138981647,0.8270947664019176,0.6996104505718134,0.7307692307692308,0.48727272727272725,0.7942332896461337,727
baseline,42,valid,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.03613367728025257,51946,50069,0.10076229332188104,0.899237706678119,0.0,1.0,0.0,1.0,0.6387362637362637,0.6072167225378048,0.5871713048507265,0.7876795486336204,0.6586142819497584,0.671604938271605,0.4319526627218935,0.7180925666199157,728
baseline,42,test,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.03614079811746249,50995,49152,0.10066087716423616,0.8993391228357638,0.0,1.0,0.0,1.0,0.6891334250343879,0.6356080462503109,0.6438881014249552,0.8613269126148838,0.6679706968483983,0.7009803921568627,0.43223443223443225,0.7736093143596376,727
baseline,42,valid,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07190159011280946,51946,48211,0.20050461670603392,0.7994953832939661,0.0,1.0,0.0,1.0,0.6222527472527473,0.5959865751532418,0.6018862160828455,0.7940047224535484,0.6502653904908082,0.6666666666666666,0.42613636363636365,0.6951566951566952,728
baseline,42,test,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07173252279635259,50995,47337,0.19979245179966137,0.8002075482003387,0.0,1.0,0.0,1.0,0.6836313617606602,0.6295310319682997,0.6682081439851321,0.8996416767440021,0.6293632162871104,0.6832917705735662,0.4301075268817205,0.7751937984496124,727
baseline,42,valid,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.6085164835164835,0.5805776217147249,0.6201111077929714,0.8275944538002709,0.6100166686207937,0.6243386243386243,0.4207650273224044,0.696629213483146,728
baseline,42,test,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6657496561210454,0.6125908318518128,0.6681775863434827,0.9032389174547379,0.6253056347488257,0.6584158415841583,0.4199288256227758,0.7594278283485046,727
baseline,42,valid,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14355292034035344,51946,44489,0.40031135924414857,0.5996886407558514,0.0,1.0,0.0,1.0,0.5755494505494505,0.5530594206497225,0.639230790010725,0.859737203645288,0.5687198721820904,0.5824175824175825,0.4186046511627907,0.6581560283687944,728
baseline,42,test,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14364153348367487,50995,43670,0.4000764651264406,0.5999235348735594,0.0,1.0,0.0,1.0,0.6162310866574966,0.5713858547109197,0.7189475456342368,0.9701424597094171,0.5469704389326415,0.6169665809768637,0.3765432098765432,0.7206477732793523,727
baseline,42,valid,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.03338081854233242,51946,50212,0.0,1.0,0.1012495620693682,0.8987504379306318,0.0,1.0,0.6401098901098901,0.6086483077494784,0.573387133029218,0.7624585799667558,0.6866474675012446,0.6811594202898551,0.4260355029585799,0.7187500000000001,728
baseline,42,test,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.033218943033630745,50995,49301,0.0,1.0,0.10050430139424503,0.899495698605755,0.0,1.0,0.71939477303989,0.6729328148362725,0.6100634578871637,0.8270327783215823,0.6996640854165157,0.7307692307692308,0.4927536231884058,0.795275590551181,727
baseline,42,valid,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.06622261579332384,51946,48506,0.0,1.0,0.20086418311339485,0.7991358168866052,0.0,1.0,0.6442307692307693,0.6138191433182593,0.5742518084742907,0.7632663334615348,0.6859431251678015,0.6843373493975904,0.43529411764705883,0.7218259629101285,728
baseline,42,test,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.0666339837238945,50995,47597,0.0,1.0,0.2016018985464254,0.7983981014535746,0.0,1.0,0.7180192572214581,0.6707584158960307,0.6098766518984774,0.8265226744729997,0.7001079940970938,0.7307692307692308,0.48727272727272725,0.7942332896461337,727
baseline,42,valid,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6442307692307693,0.6143778705586037,0.5729583940560837,0.7621860130819913,0.6868287206127209,0.6811594202898551,0.4411764705882353,0.7207977207977208,728
baseline,42,test,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7152682255845942,0.6658988310364456,0.6104059189153218,0.8280594272385452,0.6987651748257451,0.7272727272727273,0.47619047619047616,0.7942332896461337,727
baseline,42,valid,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.13167520117044623,51946,45106,0.0,1.0,0.3993927361905874,0.6006072638094125,0.0,1.0,0.6401098901098901,0.6095884467120367,0.5723031676415313,0.762205276492404,0.6868967632235002,0.6811594202898551,0.43067846607669613,0.716927453769559,728
baseline,42,test,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.1321698205706442,50995,44255,0.0,1.0,0.3998813408484129,0.600118659151587,0.0,1.0,0.71939477303989,0.6729328148362725,0.6099223623890045,0.8268199890453258,0.6998487214227791,0.7307692307692308,0.4927536231884058,0.795275590551181,727
baseline,42,valid,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.03141724098101875,51946,50314,0.0,1.0,0.0,1.0,0.1007905138339921,0.8992094861660079,0.6442307692307693,0.6138191433182593,0.5733403650439948,0.7626080671296096,0.6865709731870339,0.6843373493975904,0.43529411764705883,0.7218259629101285,728
baseline,42,test,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.031179527404647515,50995,49405,0.0,1.0,0.0,1.0,0.1004358537047565,0.8995641462952435,0.7180192572214581,0.6707584158960307,0.6097358716843955,0.8267700918149059,0.6998890514632194,0.7307692307692308,0.48727272727272725,0.7942332896461337,727
baseline,42,valid,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.06269972663920224,51946,48689,0.0,1.0,0.0,1.0,0.20114871541501977,0.7988512845849802,0.6414835164835165,0.6113833038202753,0.5732024834864865,0.762453189727763,0.6867449107477399,0.6811594202898551,0.4340175953079179,0.7189728958630528,728
baseline,42,test,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.06255515246592804,50995,47805,0.0,1.0,0.0,1.0,0.20150337944539196,0.798496620554608,0.7180192572214581,0.6707584158960307,0.6097745034187786,0.8264570596371539,0.7001528570891357,0.7307692307692308,0.48727272727272725,0.7942332896461337,727
baseline,42,valid,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6401098901098901,0.6104322814712501,0.5739317256445576,0.7635184893279847,0.6856512998891691,0.6811594202898551,0.4340175953079179,0.7161198288159771,728
baseline,42,test,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7180192572214581,0.6696961800638229,0.6104705144908725,0.8266538156037397,0.6999892271625985,0.7338129496402879,0.48000000000000004,0.795275590551181,727
baseline,42,valid,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.12447541677896277,51946,45480,0.0,1.0,0.0,1.0,0.39933300395256915,0.6006669960474308,0.6428571428571429,0.6140725310475079,0.5735315513633356,0.7639816099464233,0.6852863539794495,0.6811594202898551,0.44186046511627913,0.7191977077363897,728
baseline,42,test,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.12409059711736445,50995,44667,0.0,1.0,0.0,1.0,0.39972206430421325,0.6002779356957868,0.71939477303989,0.6729386905761762,0.609378683628025,0.8260965898330175,0.7004469413906702,0.7320574162679426,0.49097472924187724,0.7957839262187087,727
baseline,42,valid,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.069514495822585,51946,48335,0.10076229332188104,0.899237706678119,0.1012495620693682,0.8987504379306318,0.0,1.0,0.6346153846153846,0.6064990334029723,0.5934678391057098,0.7852089732808533,0.6617980791593759,0.674698795180723,0.436046511627907,0.7087517934002869,728
baseline,42,test,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.06935974115109324,50995,47458,0.10066087716423616,0.8993391228357638,0.10050430139424503,0.899495698605755,0.0,1.0,0.6767537826685007,0.624585258263977,0.6413349920455904,0.8693191945548208,0.6602576826612817,0.6862745098039216,0.42446043165467623,0.7630208333333333,727
baseline,42,valid,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.13812420590613328,51946,44771,0.20050461670603392,0.7994953832939661,0.20086418311339485,0.7991358168866052,0.0,1.0,0.6016483516483516,0.5704688816825122,0.6099286204188612,0.8250162694400814,0.6154744797457593,0.6138613861386139,0.4022662889518413,0.6952789699570816,728
baseline,42,test,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.1383665065202471,50995,43939,0.19979245179966137,0.8002075482003387,0.2016018985464254,0.7983981014535746,0.0,1.0,0.6657496561210454,0.6180526824222393,0.6705483841252459,0.9017994620481988,0.6268745045155893,0.6616541353383458,0.4460431654676259,0.7464607464607466,727
baseline,42,valid,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.20590613329226504,51946,41250,0.29869014386944387,0.7013098561305562,0.29966133364475067,0.7003386663552493,0.0,1.0,0.5728021978021978,0.5431011283254027,0.6368763082108082,0.8639577138549673,0.5670737016564072,0.5540897097625329,0.4,0.6752136752136753,728
baseline,42,test,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.20635356407490932,50995,40472,0.2995248238571194,0.7004751761428806,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6492434662998624,0.6043658022749127,0.6879162273204474,0.9331386277468486,0.5923446404520832,0.6512820512820513,0.42524916943521596,0.7365661861074705,727
baseline,42,valid,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.2752281215107997,51946,37649,0.40031135924414857,0.5996886407558514,0.3993927361905874,0.6006072638094125,0.0,1.0,0.570054945054945,0.5493020838851209,0.6536364047404297,0.8774305041381288,0.5482482189607815,0.5630026809651474,0.43367346938775503,0.6512301013024602,728
baseline,42,test,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.27581135405431906,50995,36930,0.4000764651264406,0.5999235348735594,0.3998813408484129,0.600118659151587,0.0,1.0,0.6341127922971114,0.5882974103146491,0.7222426905203226,0.9803541490586037,0.5358470034999897,0.6323907455012854,0.40522875816993464,0.7272727272727273,727
baseline,42,valid,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.06755091826127133,51946,48437,0.10076229332188104,0.899237706678119,0.0,1.0,0.1007905138339921,0.8992094861660079,0.6057692307692307,0.5741893966181788,0.6019099046077047,0.8034765219910999,0.6416794690478482,0.6487804878048781,0.388235294117647,0.6855524079320113,728
baseline,42,test,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.06732032552211001,50995,47562,0.10066087716423616,0.8993391228357638,0.0,1.0,0.1004358537047565,0.8995641462952435,0.6753782668500687,0.6140866996557274,0.6448112648067563,0.8614044067380326,0.6679386256767466,0.7092198581560285,0.3726235741444867,0.7604166666666666,727
baseline,42,valid,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.1346013167520117,51946,44954,0.20050461670603392,0.7994953832939661,0.0,1.0,0.20114871541501977,0.7988512845849802,0.6085164835164835,0.5834143684447718,0.6131539634495441,0.8341175433520859,0.6065380514132093,0.6530612244897959,0.4192634560906516,0.6779184247538678,728
baseline,42,test,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.1342876752622806,50995,44147,0.19979245179966137,0.8002075482003387,0.0,1.0,0.20150337944539196,0.798496620554608,0.6547455295735901,0.5972897550213191,0.6662238584587957,0.8969872503316578,0.6320724995178864,0.6650246305418719,0.37192982456140355,0.7549148099606816,727
baseline,42,valid,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.20045816809763986,51946,41533,0.29869014386944387,0.7013098561305562,0.0,1.0,0.29946887351778656,0.7005311264822134,0.5947802197802198,0.5656365593589449,0.630261852134756,0.8525178362101112,0.5822279813906985,0.6025974025974026,0.4088397790055249,0.6854724964739068,728
baseline,42,test,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.2003725855476027,50995,40777,0.2995248238571194,0.7004751761428806,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6451169188445667,0.6004258169756066,0.6794232891173072,0.9198016814717539,0.6072078473254267,0.6285714285714287,0.4322580645161291,0.7404479578392622,727
baseline,42,valid,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.26802833711931623,51946,38023,0.40031135924414857,0.5996886407558514,0.0,1.0,0.39933300395256915,0.6006669960474308,0.5604395604395604,0.5347498977814981,0.6391514859873556,0.8607066521767807,0.5710373506443218,0.5782493368700266,0.36224489795918374,0.663755458515284,728
baseline,42,test,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.26773213060103934,50995,37342,0.4000764651264406,0.5999235348735594,0.0,1.0,0.39972206430421325,0.6002779356957868,0.6217331499312242,0.5708538013951869,0.7021656556200989,0.9477132313522564,0.5742620152472938,0.603174603174603,0.3818770226537217,0.7275097783572361,727
baseline,42,valid,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.06479805952335117,51946,48580,0.0,1.0,0.1012495620693682,0.8987504379306318,0.1007905138339921,0.8992094861660079,0.6401098901098901,0.6077750700395114,0.5734079273412475,0.7625072185508616,0.6866287194061887,0.6811594202898551,0.4226190476190476,0.7195467422096317,728
baseline,42,test,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.06439847043827826,50995,47711,0.0,1.0,0.10050430139424503,0.899495698605755,0.1004358537047565,0.8995641462952435,0.7166437414030261,0.6685715909547453,0.610423551411195,0.8268215003350723,0.699845084506764,0.7307692307692308,0.48175182481751827,0.7931937172774869,727
baseline,42,valid,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.1289223424325261,51946,45249,0.0,1.0,0.20086418311339485,0.7991358168866052,0.20114871541501977,0.7988512845849802,0.6428571428571429,0.6120208053674714,0.5736792448928559,0.7622915264095123,0.6868176765124447,0.6843373493975904,0.4319526627218935,0.7197724039829303,728
baseline,42,test,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.12918913618982253,50995,44407,0.0,1.0,0.2016018985464254,0.7983981014535746,0.20150337944539196,0.798496620554608,0.7180192572214581,0.6715761193059612,0.6115740151279074,0.828168915967603,0.6986578013428297,0.7290167865707433,0.49097472924187724,0.7947368421052631,727
baseline,42,valid,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.19214183960266432,51946,41965,0.0,1.0,0.29966133364475067,0.7003386663552493,0.29946887351778656,0.7005311264822134,0.6373626373626373,0.6059701219957631,0.5723463093022724,0.7631111428073015,0.6860588633536264,0.6826923076923077,0.4201183431952663,0.7150997150997151,728
baseline,42,test,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.19164623982743406,50995,41222,0.0,1.0,0.2989617324236132,0.7010382675763869,0.29903354178510516,0.7009664582148948,0.7138927097661623,0.6647920668841412,0.609604282419939,0.8269255094395646,0.6997431914219772,0.7272727272727273,0.4744525547445256,0.7926509186351706,727
baseline,42,valid,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.256150617949409,51946,38640,0.0,1.0,0.3993927361905874,0.6006072638094125,0.39933300395256915,0.6006669960474308,0.6387362637362637,0.6075756221541141,0.5727523605001497,0.7631866040168487,0.6859507563657562,0.6795180722891566,0.42729970326409494,0.7159090909090908,728
baseline,42,test,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.2562604176880086,50995,37927,0.0,1.0,0.3998813408484129,0.600118659151587,0.39972206430421325,0.6002779356957868,0.7166437414030261,0.6696424652604044,0.6108854469142475,0.8298591237340028,0.6972177236079996,0.7307692307692308,0.48550724637681153,0.7926509186351706,727
baseline,42,valid,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.10093173680360375,51946,46703,0.10076229332188104,0.899237706678119,0.1012495620693682,0.8987504379306318,0.1007905138339921,0.8992094861660079,0.6277472527472527,0.5985543369890329,0.5987197093225525,0.8062922822405926,0.6390616423049538,0.6715686274509804,0.4235294117647059,0.7005649717514124,728
baseline,42,test,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.10053926855574076,50995,45868,0.10066087716423616,0.8993391228357638,0.10050430139424503,0.899495698605755,0.1004358537047565,0.8995641462952435,0.6918844566712518,0.6449941274746904,0.6674268508440158,0.9063765357587927,0.6229809571712398,0.6747572815533981,0.48375451263537905,0.7764705882352941,727
baseline,42,valid,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.20082393254533554,51946,41514,0.20050461670603392,0.7994953832939661,0.20086418311339485,0.7991358168866052,0.20114871541501977,0.7988512845849802,0.625,0.5955733730699652,0.593697422736703,0.7973738994658426,0.646320379159155,0.6428571428571428,0.42896935933147634,0.7148936170212766,728
baseline,42,test,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.20092165898617512,50995,40749,0.19979245179966137,0.8002075482003387,0.2016018985464254,0.7983981014535746,0.20150337944539196,0.798496620554608,0.6616231086657497,0.6125161109611369,0.6741335381442448,0.9076175790950229,0.6209854963281473,0.6599496221662469,0.4246575342465754,0.7529411764705883,727
baseline,42,valid,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.2992530704962846,51946,36401,0.29869014386944387,0.7013098561305562,0.29966133364475067,0.7003386663552493,0.29946887351778656,0.7005311264822134,0.6112637362637363,0.5875685617064926,0.6143361349682231,0.8283671881726701,0.610887963500593,0.6363636363636362,0.4395604395604396,0.6867816091954023,728
baseline,42,test,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.29918619472497304,50995,35738,0.2995248238571194,0.7004751761428806,0.2989617324236132,0.7010382675763869,0.29903354178510516,0.7009664582148948,0.6533700137551581,0.6096413305633165,0.6663803570818008,0.890241719965102,0.639181574458873,0.6518518518518518,0.43771043771043777,0.7393617021276596,727
baseline,42,valid,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.39970353828976246,51946,31183,0.40031135924414857,0.5996886407558514,0.3993927361905874,0.6006072638094125,0.39933300395256915,0.6006669960474308,0.5714285714285714,0.5519684993369204,0.6444042319646821,0.8738140689092743,0.552758413057553,0.5604395604395604,0.44611528822055135,0.6493506493506493,728
baseline,42,test,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.3999019511716835,50995,30602,0.4000764651264406,0.5999235348735594,0.3998813408484129,0.600118659151587,0.39972206430421325,0.6002779356957868,0.624484181568088,0.5784270678881421,0.7002906438214332,0.9539370018163653,0.5672260172635945,0.6279683377308707,0.3824451410658307,0.7248677248677249,727
baseline,42,valid,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.635989010989011,0.6126239657378897,0.6179800989351921,0.8318776004799177,0.608941907686507,0.6613333333333332,0.46486486486486484,0.7116736990154711,728
baseline,42,test,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6767537826685007,0.6271506100254629,0.6724243899384588,0.8975515377806939,0.6441481619022503,0.6718346253229974,0.43918918918918914,0.7704280155642023,727
baseline,42,valid,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.6236263736263736,0.5994501777122158,0.6163450702001433,0.830970699592988,0.6107313426476954,0.6463104325699746,0.4530386740331491,0.6990014265335236,728
baseline,42,test,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6588720770288858,0.6212431785835245,0.6665575198157905,0.9069412356659912,0.622063736786181,0.6683804627249357,0.45569620253164556,0.7396528704939921,727
baseline,42,valid,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5782967032967034,0.5477671831262991,0.6786875170936992,0.9040460834602838,0.5064060730404389,0.5714285714285713,0.41441441441441446,0.6574585635359116,728
baseline,42,test,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6066024759284732,0.5478992440588152,0.758647107981668,0.9938947080904702,0.514724053085448,0.6066350710900473,0.3345724907063197,0.7024901703800787,727
baseline,42,valid,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.6167582417582418,0.5925526980322715,0.6206184925260738,0.8386938493795094,0.599175306397308,0.6082474226804123,0.4702702702702702,0.699140401146132,728
baseline,42,test,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6396148555708391,0.5931277242196875,0.7058466626420884,0.9434361320569066,0.5802097848957136,0.6373056994818653,0.4119601328903654,0.7301173402868317,727
baseline,42,valid,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.6016483516483516,0.5742430215069197,0.6310906606102056,0.8635335403998022,0.566680726056455,0.5974683544303797,0.44067796610169485,0.6845827439886846,728
baseline,42,test,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6231086657496562,0.5725219279936652,0.719054707719277,0.9582932094516149,0.5608801376974052,0.6214099216710183,0.3796610169491525,0.7164948453608246,727
baseline,42,valid,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5810439560439561,0.5578533957532761,0.6244163895537566,0.8465087043062827,0.5898325773052854,0.6084656084656085,0.40318302387267907,0.6619115549215406,728
baseline,42,test,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6368638239339752,0.5886102841369242,0.6785052996487492,0.9225433397830137,0.6039023477528964,0.6250000000000001,0.40522875816993464,0.7356020942408377,727
baseline,42,valid,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5934065934065934,0.5724688674115289,0.6130272257244113,0.8196916509747914,0.6244875940252339,0.6342710997442456,0.41935483870967744,0.6637806637806638,728
baseline,42,test,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.656121045392022,0.6087949763910646,0.683500305543227,0.9169559529949866,0.6114903335886088,0.6448362720403022,0.42622950819672134,0.7553191489361701,727
baseline,42,valid,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.635989010989011,0.6058086832176545,0.5725763641901642,0.7628518902478144,0.6863909992149998,0.6826923076923077,0.42228739002932547,0.7124463519313304,728
baseline,42,test,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7180192572214581,0.6705173558990745,0.6103825231288986,0.827534383922123,0.6991758795065544,0.7307692307692308,0.48550724637681153,0.795275590551181,727
baseline,42,valid,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.646978021978022,0.6176474309470813,0.5738292649096636,0.7626521335581037,0.6864764558600258,0.6843373493975904,0.4457478005865103,0.722857142857143,728
baseline,42,test,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7138927097661623,0.6625576918005116,0.6117146541652727,0.8288546429553839,0.6980994314635975,0.7272727272727273,0.4666666666666667,0.793733681462141,727
baseline,42,valid,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6346153846153846,0.6009432369954341,0.572518811064803,0.7616818464481265,0.6871263634381349,0.6811594202898551,0.4059701492537313,0.7157001414427157,728
baseline,42,test,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7166437414030261,0.6685715909547453,0.6104667848911254,0.8263279051578888,0.7002768957740155,0.7307692307692308,0.48175182481751827,0.7931937172774869,727
baseline,42,valid,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6387362637362637,0.607545850001093,0.5728185872322173,0.7624921348916572,0.686665890422863,0.6811594202898551,0.4235294117647059,0.717948717948718,728
baseline,42,test,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7166437414030261,0.6685715909547453,0.6111316465743224,0.8282362244663379,0.698617668893655,0.7307692307692308,0.48175182481751827,0.7931937172774869,727
baseline,42,valid,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6401098901098901,0.6082289644901796,0.5733191275170871,0.763019428752653,0.6860766118586871,0.6843373493975904,0.4226190476190476,0.7177304964539007,728
baseline,42,test,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7166437414030261,0.6685715909547453,0.6100897498177736,0.8270540000549761,0.6996451938629447,0.7307692307692308,0.48175182481751827,0.7931937172774869,727
