model,seed,split,condition_id,group,missing_modalities,requested_rate,position,duration,effective_missing_rate,base_valid_bins,remaining_valid_bins,effective_missing_rate_text,remaining_ratio_text,effective_missing_rate_audio,remaining_ratio_audio,effective_missing_rate_vision,remaining_ratio_vision,accuracy,macro_f1,mae,rmse,pearson,f1_negative,f1_neutral,f1_positive,valid_sample_count
baseline,44,test,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6341127922971114,0.5999521759344362,0.6592618628601035,0.8817208205762681,0.6555161853259837,0.6491228070175439,0.42990654205607476,0.7208271787296898,727
baseline,44,valid,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5796703296703297,0.5757696170954888,0.6451160206183136,0.8611906317614247,0.6024920247310807,0.6153846153846154,0.47826086956521735,0.6336633663366336,728
baseline,44,test,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6382393397524071,0.617964573944031,0.6816286631197537,0.9201128975273155,0.619609862876275,0.6502463054187192,0.48936170212765956,0.7142857142857143,727
baseline,44,valid,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5467032967032966,0.541697665540557,0.6742739541453545,0.9044134274080016,0.517141544543507,0.5358090185676393,0.48760330578512395,0.6016806722689075,728
baseline,44,test,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.5447042640990372,0.5285084714108715,0.7677589111001919,1.0037425677140197,0.509000134005464,0.5639686684073106,0.38755980861244016,0.6339969372128638,727
baseline,44,valid,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5535714285714286,0.5490821373790197,0.6486913312487509,0.8966450217442261,0.5492708734394401,0.5969387755102041,0.4444444444444444,0.6058631921824105,728
baseline,44,test,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.5914718019257221,0.5752949884607551,0.7104230404394631,0.9396863582624694,0.5976765526331025,0.6342710997442456,0.4239401496259351,0.6676737160120847,727
baseline,44,valid,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5535714285714286,0.5455938393054146,0.6268421885107163,0.8496015444618213,0.5942891032482301,0.544959128065395,0.4631578947368421,0.6286644951140065,728
baseline,44,test,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6024759284731774,0.5835069716318793,0.7012454498882061,0.923302806138241,0.6129975547112815,0.640198511166253,0.4356955380577428,0.6746268656716418,727
baseline,44,valid,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5728021978021978,0.5654550007072223,0.6507190411391023,0.884682682193239,0.5747648929898141,0.5985037406483791,0.4553571428571429,0.642504118616145,728
baseline,44,test,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6258596973865199,0.6039946216843907,0.6870026279053814,0.9089558803687219,0.6307133356796348,0.6534653465346535,0.45333333333333337,0.7051851851851851,727
baseline,44,valid,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5741758241758241,0.5682485479951508,0.6279386593000759,0.848777191875265,0.6144196508250004,0.5882352941176471,0.4721030042918455,0.64440734557596,728
baseline,44,test,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6299862448418156,0.6031101332355457,0.7069471086666214,0.938705080518312,0.5995510555370123,0.6188118811881188,0.45866666666666667,0.7318518518518518,727
baseline,44,valid,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6304945054945055,0.6200999301807114,0.5887081042868546,0.7934583869512459,0.6790956257045376,0.6862745098039216,0.48426150121065376,0.6897637795275591,728
baseline,44,test,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6685006877579092,0.6370116446918167,0.6208310243615975,0.8342194646238791,0.7048798286698497,0.7102803738317759,0.45508982035928147,0.7456647398843931,727
baseline,44,valid,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6222527472527473,0.6102582183013849,0.5874290763577037,0.791111451673742,0.6804112339607904,0.6797066014669927,0.46454767726161367,0.6865203761755485,728
baseline,44,test,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.671251719394773,0.6415959020297934,0.6220196502864812,0.8350616394249912,0.7041340647453714,0.7105882352941175,0.46745562130177515,0.7467438494934877,727
baseline,44,valid,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6222527472527473,0.6102358083377482,0.5867739145907542,0.7893603869100044,0.6812678061245685,0.6748166259168704,0.4682926829268293,0.6875981161695447,728
baseline,44,test,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6698762035763411,0.6401241762771046,0.6223517867122896,0.8343585970639799,0.7042011521226261,0.7136150234741784,0.4629080118694362,0.743849493487699,727
baseline,44,valid,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6222527472527473,0.6107981591111648,0.5884031362621789,0.792026401817546,0.6798212020543025,0.6797066014669927,0.46715328467153283,0.6855345911949686,728
baseline,44,test,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6671251719394773,0.6361499012228592,0.6215620245976679,0.8341546875119572,0.7048092106549572,0.711943793911007,0.4537313432835821,0.7427745664739884,727
baseline,44,valid,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6236263736263736,0.6120791502731189,0.5868003705751846,0.7910288143683502,0.6808431766608788,0.6812652068126521,0.469437652811736,0.6855345911949686,728
baseline,44,test,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6685006877579092,0.6382409744271668,0.6217946179398173,0.8350642126608678,0.7042952062236104,0.7136150234741784,0.45833333333333337,0.7427745664739884,727
baseline,44,valid,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6236263736263736,0.6126168041613052,0.5883752231263545,0.7928201853903275,0.6790132101434201,0.6813725490196079,0.4720194647201946,0.684458398744113,728
baseline,44,test,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6685006877579092,0.6380422069106798,0.6212619415457467,0.8348345692154445,0.7042478224006625,0.711943793911007,0.45833333333333337,0.743849493487699,727
baseline,44,valid,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6291208791208791,0.617650082180335,0.5867636931310459,0.7914652417014231,0.6800292811970232,0.6878048780487804,0.4754901960784314,0.6896551724137931,728
baseline,44,test,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6740027510316369,0.6438370538541643,0.6209795634957873,0.8339482884752716,0.704959340074905,0.711943793911007,0.46884272997032644,0.7507246376811595,727
baseline,44,valid,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6222527472527473,0.610819227712645,0.5880307314334089,0.7915117800644588,0.6797689349060431,0.6797066014669927,0.4682926829268293,0.684458398744113,728
baseline,44,test,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6698762035763411,0.6401241762771046,0.6223049060283985,0.8351086084436544,0.7042126886236374,0.7136150234741784,0.4629080118694362,0.743849493487699,727
baseline,44,valid,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6222527472527473,0.6106253515365342,0.5866996740646006,0.7908143656428229,0.680207650530522,0.6780487804878048,0.4682926829268293,0.6855345911949686,728
baseline,44,test,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.671251719394773,0.6411884925480953,0.6208212837587115,0.8340839948199972,0.7045738076912017,0.7136150234741784,0.4642857142857143,0.7456647398843931,727
baseline,44,valid,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6263736263736264,0.6136753364272627,0.5886364913197583,0.7925220819403412,0.6797942663806548,0.6812652068126521,0.46913580246913583,0.690625,728
baseline,44,test,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6657496561210454,0.6364090000700754,0.6220556796660347,0.8343721553551554,0.7046045955524406,0.7149532710280374,0.456973293768546,0.7373004354136429,727
baseline,44,valid,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6291208791208791,0.6165143126324851,0.5867966514024474,0.7911558066822814,0.680063153315657,0.6780487804878048,0.47665847665847666,0.6948356807511737,728
baseline,44,test,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6671251719394773,0.6378951494942835,0.6209988006258683,0.8335415715094507,0.7049807829975183,0.711943793911007,0.4615384615384616,0.7402031930333818,727
baseline,44,valid,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6236263736263736,0.6111517157205923,0.5871607737428929,0.7914599112745704,0.6798064579226083,0.6780487804878048,0.4668304668304668,0.6885758998435054,728
baseline,44,test,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6698762035763411,0.6401241762771046,0.6206306738502242,0.8340428976753926,0.7046721977760131,0.7136150234741784,0.4629080118694362,0.743849493487699,727
baseline,44,valid,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6236263736263736,0.6115386832728892,0.5868220443294926,0.7906589299379003,0.6806719269478925,0.6812652068126521,0.4668304668304668,0.6865203761755485,728
baseline,44,test,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6685006877579092,0.6382409744271668,0.6210355066516253,0.8341661739975319,0.7045370667073281,0.7136150234741784,0.45833333333333337,0.7427745664739884,727
baseline,44,valid,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6236263736263736,0.6111517157205923,0.5866020936634043,0.7910790954368743,0.6802200659142653,0.6780487804878048,0.4668304668304668,0.6885758998435054,728
baseline,44,test,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6685006877579092,0.6390608235066287,0.6203997704370826,0.8337127818185602,0.7050141084203534,0.7136150234741784,0.4615384615384616,0.7420289855072463,727
baseline,44,valid,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.0,51946,51946,0.0,1.0,0.0,1.0,0.0,1.0,0.6236263736263736,0.6111517157205923,0.5874379320341356,0.7913941292449492,0.680257953815711,0.6780487804878048,0.4668304668304668,0.6885758998435054,728
baseline,44,test,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.0,50995,50995,0.0,1.0,0.0,1.0,0.0,1.0,0.6685006877579092,0.6382409744271668,0.6214118726677076,0.8342573638893142,0.7046651689282837,0.7136150234741784,0.45833333333333337,0.7427745664739884,727
baseline,44,valid,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.3586031648250106,51946,33318,1.0,0.0,0.0,1.0,0.0,1.0,0.3791208791208791,0.36602406912522856,0.7699021594509339,1.032562891162927,0.17439500222306592,0.40789473684210525,0.283987915407855,0.4061895551257253,728
baseline,44,test,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.35903519952936563,50995,32686,1.0,0.0,0.0,1.0,0.0,1.0,0.39339752407152684,0.36541594660423327,0.8745530714771546,1.1395482019913,0.1811630004353337,0.38979963570127507,0.22149837133550487,0.48494983277591974,727
baseline,44,valid,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.3296885226966465,51946,34820,0.0,1.0,1.0,0.0,0.0,1.0,0.6387362637362637,0.6241878598265993,0.5845148404714764,0.7901667034261562,0.6789736215291161,0.6896551724137931,0.4773869346733668,0.7055214723926381,728
baseline,44,test,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.33052260025492697,50995,34140,0.0,1.0,1.0,0.0,0.0,1.0,0.6740027510316369,0.6439351230048492,0.6197023444502849,0.8345389287310356,0.7036946219831303,0.7109004739336493,0.47305389221556887,0.7478510028653296,727
baseline,44,valid,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.3117083124783429,51946,35754,0.0,1.0,0.0,1.0,1.0,0.0,0.6291208791208791,0.6169539343875331,0.6001758480106818,0.8038628625946777,0.6724215363736091,0.6862745098039216,0.4740740740740741,0.6905132192846035,728
baseline,44,test,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.3104422002157074,50995,35164,0.0,1.0,0.0,1.0,1.0,0.0,0.6685006877579092,0.6405589287986032,0.6360590283757658,0.8501453101349071,0.6952779861262502,0.711943793911007,0.469208211143695,0.7405247813411078,727
baseline,44,valid,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.6882916875216571,51946,16192,1.0,0.0,1.0,0.0,0.0,1.0,0.3956043956043956,0.38754758993432753,0.7591501300294812,1.030204461909089,0.15700001254656315,0.35,0.331096196868009,0.4815465729349737,728
baseline,44,test,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.6895577997842925,50995,15831,1.0,0.0,1.0,0.0,0.0,1.0,0.40440165061898214,0.37064380084952714,0.8587718284567191,1.135810164618763,0.19871867819083758,0.28712871287128716,0.28418230563002683,0.5406203840472674,727
baseline,44,valid,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.6703114773033535,51946,17126,1.0,0.0,0.0,1.0,1.0,0.0,0.3282967032967033,0.3112837991365599,0.7935589155448335,1.0566376152728594,0.04846490332348135,0.4,0.27607361963190186,0.2577777777777778,728
baseline,44,test,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.669477399745073,50995,16855,1.0,0.0,0.0,1.0,1.0,0.0,0.31911966987620355,0.302913690545312,0.906858159454624,1.170230377409739,0.021997683461444716,0.3712948517940718,0.22570532915360503,0.31174089068825916,727
baseline,44,valid,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6413968351749895,51946,18628,0.0,1.0,1.0,0.0,1.0,0.0,0.6304945054945055,0.6184046987495263,0.5981361381453718,0.8044898735234532,0.6707512509108636,0.6900000000000001,0.47290640394088673,0.6923076923076922,728
baseline,44,test,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6409648004706344,50995,18309,0.0,1.0,1.0,0.0,1.0,0.0,0.6685006877579092,0.6395655312966813,0.6368393746615891,0.8531736563628962,0.6928899426105363,0.7092198581560285,0.46884272997032644,0.7406340057636889,727
baseline,44,valid,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,1.0,51946,0,1.0,0.0,1.0,0.0,1.0,0.0,0.25274725274725274,0.13450292397660818,0.7839015498143304,1.0439048954033965,0.0,0.0,0.40350877192982454,0.0,728
baseline,44,test,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,1.0,50995,0,1.0,0.0,1.0,0.0,1.0,0.0,0.2173314993122421,0.11902071563088512,0.8857695530623485,1.159182917041136,-0.040431215885067796,0.0,0.35706214689265536,0.0,727
robust_noaug,42,valid,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.0,51946,51946,0.0,1.0,0.0,1.0,0.0,1.0,0.6304945054945055,0.6218373996254393,0.5735731182983247,0.7798094405195632,0.6850503753286258,0.6666666666666666,0.5070422535211269,0.6918032786885245,728
robust_noaug,42,test,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.0,50995,50995,0.0,1.0,0.0,1.0,0.0,1.0,0.6795048143053645,0.6523641003418557,0.6119010321683208,0.8348821588244792,0.6999799545840979,0.7238095238095238,0.48255813953488375,0.7507246376811595,727
robust_noaug,42,valid,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.03613367728025257,51946,50069,0.10076229332188104,0.899237706678119,0.0,1.0,0.0,1.0,0.6098901098901099,0.6030654260078753,0.5878323602009115,0.8013123477334843,0.6610547010026026,0.6472019464720195,0.4920273348519362,0.66996699669967,728
robust_noaug,42,test,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.03614079811746249,50995,49152,0.10066087716423616,0.8993391228357638,0.0,1.0,0.0,1.0,0.640990371389271,0.6172225814302817,0.6462156773587122,0.871422688666514,0.6681906158626716,0.691764705882353,0.4507042253521127,0.7091988130563798,727
robust_noaug,42,valid,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07190159011280946,51946,48211,0.20050461670603392,0.7994953832939661,0.0,1.0,0.0,1.0,0.5989010989010989,0.5937594014339017,0.6036127493742363,0.8163842629538044,0.641826729798499,0.65,0.4690265486725663,0.662251655629139,728
robust_noaug,42,test,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07173252279635259,50995,47337,0.19979245179966137,0.8002075482003387,0.0,1.0,0.0,1.0,0.6354883081155434,0.6101219269201777,0.6635466946091662,0.885197874452429,0.6508454976505301,0.6797066014669926,0.434065934065934,0.7165932452276065,727
robust_noaug,42,valid,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5741758241758241,0.5688878702460717,0.6200462008959481,0.8353121069832857,0.6164553322177541,0.5943152454780362,0.4700854700854701,0.6422628951747087,728
robust_noaug,42,test,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6203576341127923,0.6045264361866607,0.6788493174946825,0.9216078215405776,0.6142244806014356,0.6650602409638554,0.4591836734693877,0.6893353941267388,727
robust_noaug,42,valid,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14355292034035344,51946,44489,0.40031135924414857,0.5996886407558514,0.0,1.0,0.0,1.0,0.5508241758241759,0.5475507987709101,0.6445227371871595,0.8873267070077461,0.5476302493879236,0.5636856368563685,0.4596774193548387,0.6192893401015228,728
robust_noaug,42,test,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14364153348367487,50995,43670,0.4000764651264406,0.5999235348735594,0.0,1.0,0.0,1.0,0.5818431911966988,0.5714525597354414,0.7210525017490474,0.9642159277537344,0.5646114968833461,0.6126582278481012,0.45390070921985815,0.6477987421383647,727
robust_noaug,42,valid,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.03338081854233242,51946,50212,0.0,1.0,0.1012495620693682,0.8987504379306318,0.0,1.0,0.6304945054945055,0.6218373996254393,0.5734516586775759,0.7795588529317965,0.6850998872794672,0.6666666666666666,0.5070422535211269,0.6918032786885245,728
robust_noaug,42,test,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.033218943033630745,50995,49301,0.0,1.0,0.10050430139424503,0.899495698605755,0.0,1.0,0.6795048143053645,0.6522610558705718,0.6119614048288339,0.835001725660362,0.6998275944518955,0.7238095238095238,0.4811594202898551,0.7518142235123366,727
robust_noaug,42,valid,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.06622261579332384,51946,48506,0.0,1.0,0.20086418311339485,0.7991358168866052,0.0,1.0,0.6318681318681318,0.6230350319242686,0.5734290626247996,0.7795133405094788,0.6850465538874881,0.6634844868735084,0.5105386416861827,0.6950819672131148,728
robust_noaug,42,test,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.0666339837238945,50995,47597,0.0,1.0,0.2016018985464254,0.7983981014535746,0.0,1.0,0.6808803301237965,0.6541934230203302,0.6119301319903754,0.8346423770645506,0.6999711344698972,0.7238095238095238,0.4869565217391304,0.7518142235123366,727
robust_noaug,42,valid,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6318681318681318,0.623407539009574,0.5733653410762589,0.7788417395342839,0.685452785593974,0.6714285714285714,0.505854800936768,0.6929392446633826,728
robust_noaug,42,test,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6795048143053645,0.653225837147084,0.6111083075755175,0.8339228240105575,0.7005401931131737,0.7238095238095238,0.4869565217391304,0.7489114658925979,727
robust_noaug,42,valid,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.13167520117044623,51946,45106,0.0,1.0,0.3993927361905874,0.6006072638094125,0.0,1.0,0.625,0.6163188661490572,0.572612923104316,0.7781790992168983,0.6859749928493851,0.6650717703349281,0.4964871194379391,0.6873977086743044,728
robust_noaug,42,test,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.1321698205706442,50995,44255,0.0,1.0,0.3998813408484129,0.600118659151587,0.0,1.0,0.6795048143053645,0.6534537244445211,0.6117080540192587,0.8342568335478485,0.7001658275561904,0.720763723150358,0.48850574712643674,0.7510917030567686,727
robust_noaug,42,valid,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.03141724098101875,51946,50314,0.0,1.0,0.0,1.0,0.1007905138339921,0.8992094861660079,0.6304945054945055,0.6219719453961795,0.5733986436312629,0.779684594828128,0.6851649086852531,0.6682577565632459,0.505854800936768,0.6918032786885245,728
robust_noaug,42,test,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.031179527404647515,50995,49405,0.0,1.0,0.0,1.0,0.1004358537047565,0.8995641462952435,0.6808803301237965,0.6541934230203302,0.6116225003704244,0.8345598042106596,0.7002442826485035,0.7238095238095238,0.4869565217391304,0.7518142235123366,727
robust_noaug,42,valid,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.06269972663920224,51946,48689,0.0,1.0,0.0,1.0,0.20114871541501977,0.7988512845849802,0.6304945054945055,0.6216236415968392,0.573155696357979,0.7792462641624731,0.6855207175558807,0.6650717703349281,0.505854800936768,0.6939443535188216,728
robust_noaug,42,test,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.06255515246592804,50995,47805,0.0,1.0,0.0,1.0,0.20150337944539196,0.798496620554608,0.6808803301237965,0.6541934230203302,0.6117817156050134,0.8347295551135748,0.7001199759778846,0.7238095238095238,0.4869565217391304,0.7518142235123366,727
robust_noaug,42,valid,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6291208791208791,0.6205159820732381,0.5729565246844316,0.7790364927344788,0.6856873567174983,0.6650717703349281,0.5046728971962617,0.6918032786885245,728
robust_noaug,42,test,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6767537826685007,0.6509746098767915,0.611869732249769,0.8347690198206993,0.7000374707488284,0.7238095238095238,0.48275862068965514,0.7463556851311953,727
robust_noaug,42,valid,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.12447541677896277,51946,45480,0.0,1.0,0.0,1.0,0.39933300395256915,0.6006669960474308,0.6291208791208791,0.6203007984922878,0.5734703932264513,0.780783807880673,0.6842574688392024,0.6634615384615384,0.5034965034965035,0.6939443535188216,728
robust_noaug,42,test,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.12409059711736445,50995,44667,0.0,1.0,0.0,1.0,0.39972206430421325,0.6002779356957868,0.6781292984869326,0.6518370847388936,0.6124723345307733,0.8355196517752174,0.6994758687424759,0.7220902612826603,0.484149855907781,0.7492711370262392,727
robust_noaug,42,valid,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.069514495822585,51946,48335,0.10076229332188104,0.899237706678119,0.1012495620693682,0.8987504379306318,0.0,1.0,0.6071428571428571,0.6030953933072577,0.5889193046925036,0.8001996070080117,0.666644705185728,0.6682692307692308,0.48000000000000004,0.6610169491525423,728
robust_noaug,42,test,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.06935974115109324,50995,47458,0.10066087716423616,0.8993391228357638,0.10050430139424503,0.899495698605755,0.0,1.0,0.6478679504814305,0.6251934613138627,0.6443667708341406,0.8755347327790279,0.6599942060433002,0.6811594202898551,0.47252747252747246,0.7218934911242604,727
robust_noaug,42,valid,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.13812420590613328,51946,44771,0.20050461670603392,0.7994953832939661,0.20086418311339485,0.7991358168866052,0.0,1.0,0.5810439560439561,0.5737891756136975,0.604124820747689,0.8292794403530656,0.626407455796699,0.6206896551724137,0.449438202247191,0.6512396694214876,728
