model,split,condition_id,group,missing_modalities,requested_rate,position,duration,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,pearson_mean,pearson_std,effective_missing_rate_mean,effective_missing_rate_std
baseline,valid,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.5943223443223443,0.014023253508345787,0.5806734141725066,0.006706548485779994,0.6293398585450245,0.012240874127646944,0.8550646707690893,0.01903543975464182,0.5866701764092109,0.017815080996364044,0.2992530704962846,0.0
baseline,valid,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.5526556776556776,0.013567337353506462,0.5413736659551002,0.009294307586091257,0.6517255582224967,0.007551666079804938,0.8828635484399858,0.013889114388241319,0.5466631358117656,0.008423074339707482,0.39970353828976246,0.0
baseline,valid,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.6094322344322345,0.019693968102203793,0.5938725164423152,0.013159884053678983,0.5952971562284349,0.007732785462737802,0.7968132877149023,0.010652241475140907,0.6561976592488842,0.0039874453706633586,0.069514495822585,0.0
baseline,valid,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.5924908424908425,0.006571749127475857,0.5761696405443885,0.004039787649866958,0.6089399233857006,0.005927445390735912,0.8226100888334048,0.004537613783147309,0.6262692183434422,0.008375043696871295,0.13812420590613328,0.0
baseline,valid,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.5723443223443223,0.0017132130891822017,0.5573165267252996,0.010694531271236398,0.6322636250001396,0.021071342015158392,0.8548207399746254,0.029572158175215624,0.5872088609257546,0.027692436861000303,0.20590613329226504,0.0
baseline,valid,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.549908424908425,0.01683587574253683,0.5386016518442464,0.013016303848402891,0.661604383582123,0.006352481440463123,0.8999017652386406,0.016453588968971,0.5259327592735987,0.020822915999444816,0.2752281215107997,0.0
baseline,valid,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.6007326007326007,0.006177077638842488,0.5829645617718259,0.008365725613875816,0.6059213176718486,0.004779529808489231,0.8219052385005883,0.01981979374087929,0.6278340025946907,0.013798328509401605,0.06755091826127133,0.0
baseline,valid,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.5943223443223443,0.016343011261515328,0.5803619341250251,0.013764440698638452,0.6103148787152772,0.002108971446301255,0.8237412839161621,0.00861221592212745,0.6250801211630068,0.01344322029477953,0.1346013167520117,0.0
baseline,valid,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.5778388278388278,0.012606135437670522,0.5636786852368276,0.004484581879338445,0.6302216651690817,0.004897373457350202,0.8549907671485751,0.00470449167309418,0.5871484787373871,0.004232372615479508,0.20045816809763986,0.0
baseline,valid,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.5581501831501832,0.005300291622156678,0.5468799081280854,0.010743181198413932,0.653071382433524,0.015095872980688613,0.8846693135065707,0.01899720936920575,0.5467791335311608,0.02689696728867377,0.26802833711931623,0.0
baseline,valid,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.6190476190476191,0.016265860502135163,0.6013151523381408,0.01172167717103204,0.5916558112164503,0.00508004615437537,0.7943241906042328,0.005681186091481145,0.658864106188005,0.004620501715991797,0.03613367728025257,0.0
