variant,id,main_modality,aligned_bin,occlusion_drop,positive_occlusion_drop,normalized_local_importance
aligned,09,text,34,0.0,0.0,0.0
aligned,09,text,35,0.0,0.0,0.0
aligned,09,text,36,0.0,0.0,0.0
aligned,09,text,37,0.0,0.0,0.0
aligned,09,text,38,0.0,0.0,0.0
aligned,09,text,39,0.0,0.0,0.0
aligned,09,text,40,0.0,0.0,0.0
aligned,09,text,41,0.0,0.0,0.0
aligned,09,text,42,0.0,0.0,0.0
aligned,09,text,43,0.0,0.0,0.0
aligned,09,text,44,0.0,0.0,0.0
aligned,09,text,45,0.0,0.0,0.0
aligned,09,text,46,0.0,0.0,0.0
aligned,09,text,47,0.0,0.0,0.0
aligned,09,text,48,0.0,0.0,0.0
aligned,09,text,49,0.0,0.0,0.0
aligned,10,text,0,0.008928477764129639,0.008928477764129639,0.04796666429707278
aligned,10,text,1,0.013937413692474365,0.013937413692474365,0.07487628478419724
aligned,10,text,2,0.0015306472778320312,0.0015306472778320312,0.00822313120697506
aligned,10,text,3,0.0031229257583618164,0.0031229257583618164,0.016777365126878944
aligned,10,text,4,-0.002828657627105713,0.0,0.0
aligned,10,text,5,0.0004354119300842285,0.0004354119300842285,0.002339173421610312
aligned,10,text,6,-0.005188941955566406,0.0,0.0
aligned,10,text,7,2.8789043426513672e-05,2.8789043426513672e-05,0.00015466403321530195
aligned,10,text,8,-0.005415081977844238,0.0,0.0
aligned,10,text,9,-0.0003191232681274414,0.0,0.0
aligned,10,text,10,-0.0015593767166137695,0.0,0.0
aligned,10,text,11,0.016658365726470947,0.016658365726470947,0.08949411732307619
aligned,10,text,12,0.01503664255142212,0.01503664255142212,0.08078169700067053
aligned,10,text,13,0.005147397518157959,0.005147397518157959,0.027653480837350437
aligned,10,text,14,0.008899331092834473,0.008899331092834473,0.047810078971519405
aligned,10,text,15,0.0037107467651367188,0.0037107467651367188,0.019935329299900283
aligned,10,text,16,0.006085455417633057,0.006085455417633057,0.032693030640129774
aligned,10,text,17,0.002827167510986328,0.002827167510986328,0.015188456363288203
aligned,10,text,18,-0.004503071308135986,0.0,0.0
aligned,10,text,19,-0.003513634204864502,0.0,0.0
aligned,10,text,20,0.009966671466827393,0.009966671466827393,0.053544175954514044
aligned,10,text,21,-0.006952524185180664,0.0,0.0
aligned,10,text,22,0.0018031001091003418,0.0018031001091003418,0.009686835753201032
aligned,10,text,23,0.008793830871582031,0.008793830871582031,0.04724329773178631
aligned,10,text,24,0.0074225664138793945,0.0074225664138793945,0.039876422476814805
aligned,10,text,25,0.0011913180351257324,0.0011913180351257324,0.006400144993528447
aligned,10,text,26,0.008449018001556396,0.008449018001556396,0.04539085170248916
aligned,10,text,27,0.00931549072265625,0.00931549072265625,0.050045822822263164
aligned,10,text,28,0.016688883304595947,0.016688883304595947,0.0896580676025922
aligned,10,text,29,0.008226931095123291,0.008226931095123291,0.04419772916054255
aligned,10,text,30,0.021858692169189453,0.021858692169189453,0.11743194942646222
aligned,10,text,31,0.006072878837585449,0.006072878837585449,0.032625465192907356
aligned,10,text,32,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,33,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,34,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,35,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,36,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,37,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,38,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,39,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,40,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,41,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,42,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,43,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,44,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,45,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,46,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,47,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,48,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,10,text,49,5.960464477539063e-08,5.960464477539063e-08,3.202153896797142e-07
aligned,11,text,0,0.048358798027038574,0.048358798027038574,0.09609762343375547
aligned,11,text,1,0.004727542400360107,0.004727542400360107,0.009394476452928065
aligned,11,text,2,-0.010738492012023926,0.0,0.0
aligned,11,text,3,0.01248478889465332,0.01248478889465332,0.024809519483455996
aligned,11,text,4,0.05963093042373657,0.05963093042373657,0.11849737649932303
aligned,11,text,5,0.050721943378448486,0.050721943378448486,0.10079361798622649
aligned,11,text,6,0.07551515102386475,0.07551515102386475,0.1500621777773935
aligned,11,text,7,0.11200922727584839,0.11200922727584839,0.22258246654191235
aligned,11,text,8,-0.012793958187103271,0.0,0.0
aligned,11,text,9,0.004228174686431885,0.004228174686431885,0.008402143051646702
aligned,11,text,10,-0.017589032649993896,0.0,0.0
aligned,11,text,11,0.00396043062210083,0.00396043062210083,0.00787008747292196
aligned,11,text,12,-0.029607295989990234,0.0,0.0
aligned,11,text,13,0.013082802295684814,0.013082802295684814,0.025997879595064485
aligned,11,text,14,0.07557046413421631,0.07557046413421631,0.15017209486934732
aligned,11,text,15,0.04293549060821533,0.04293549060821533,0.08532053683602467
aligned,11,text,16,0.0,0.0,0.0
aligned,11,text,17,0.0,0.0,0.0
aligned,11,text,18,0.0,0.0,0.0
aligned,11,text,19,0.0,0.0,0.0
aligned,11,text,20,0.0,0.0,0.0
aligned,11,text,21,0.0,0.0,0.0
aligned,11,text,22,0.0,0.0,0.0
aligned,11,text,23,0.0,0.0,0.0
aligned,11,text,24,0.0,0.0,0.0
aligned,11,text,25,0.0,0.0,0.0
aligned,11,text,26,0.0,0.0,0.0
aligned,11,text,27,0.0,0.0,0.0
aligned,11,text,28,0.0,0.0,0.0
aligned,11,text,29,0.0,0.0,0.0
aligned,11,text,30,0.0,0.0,0.0
aligned,11,text,31,0.0,0.0,0.0
aligned,11,text,32,0.0,0.0,0.0
aligned,11,text,33,0.0,0.0,0.0
aligned,11,text,34,0.0,0.0,0.0
aligned,11,text,35,0.0,0.0,0.0
aligned,11,text,36,0.0,0.0,0.0
aligned,11,text,37,0.0,0.0,0.0
aligned,11,text,38,0.0,0.0,0.0
aligned,11,text,39,0.0,0.0,0.0
aligned,11,text,40,0.0,0.0,0.0
aligned,11,text,41,0.0,0.0,0.0
aligned,11,text,42,0.0,0.0,0.0
aligned,11,text,43,0.0,0.0,0.0
aligned,11,text,44,0.0,0.0,0.0
aligned,11,text,45,0.0,0.0,0.0
aligned,11,text,46,0.0,0.0,0.0
aligned,11,text,47,0.0,0.0,0.0
aligned,11,text,48,0.0,0.0,0.0
aligned,11,text,49,0.0,0.0,0.0
aligned,12,text,0,-0.004745006561279297,0.0,0.0
aligned,12,text,1,-0.0011990666389465332,0.0,0.0
aligned,12,text,2,0.00021713972091674805,0.00021713972091674805,0.0015199014045841528
aligned,12,text,3,5.543231964111328e-05,5.543231964111328e-05,0.00038800667204591326
aligned,12,text,4,-0.0034633278846740723,0.0,0.0
aligned,12,text,5,-0.0015635490417480469,0.0,0.0
aligned,12,text,6,0.000747978687286377,0.000747978687286377,0.005235586803767921
aligned,12,text,7,0.007153451442718506,0.007153451442718506,0.05007163521031213
aligned,12,text,8,0.005884230136871338,0.005884230136871338,0.04118753405488667
aligned,12,text,9,0.0032891035079956055,0.0032891035079956055,0.02302256363100816
aligned,12,text,10,0.0018074512481689453,0.0018074512481689453,0.012651520777548683
aligned,12,text,11,0.00012826919555664062,0.00012826919555664062,0.000897839094884737
aligned,12,text,12,0.0013549327850341797,0.0013549327850341797,0.009484051256933012
aligned,12,text,13,0.0030069947242736816,0.0030069947242736816,0.021047901718327183
aligned,12,text,14,0.005582273006439209,0.005582273006439209,0.03907394072092474
aligned,12,text,15,0.005694866180419922,0.005694866180419922,0.0398620531978008
aligned,12,text,16,0.005067348480224609,0.005067348480224609,0.03546965078565093
aligned,12,text,17,-0.0006740093231201172,0.0,0.0
aligned,12,text,18,0.006630420684814453,0.006630420684814453,0.04641060451439505
aligned,12,text,19,0.0014913082122802734,0.0014913082122802734,0.010438631112461022
aligned,12,text,20,-0.00020313262939453125,0.0,0.0
aligned,12,text,21,-0.001784205436706543,0.0,0.0
aligned,12,text,22,0.0033012032508850098,0.0033012032508850098,0.02310725756049775
aligned,12,text,23,0.005617737770080566,0.005617737770080566,0.03932218154873906
aligned,12,text,24,0.007809758186340332,0.007809758186340332,0.054665550765040684
aligned,12,text,25,-0.0015524625778198242,0.0,0.0
aligned,12,text,26,0.0068762898445129395,0.0068762898445129395,0.04813160185008256
aligned,12,text,27,0.0015718340873718262,0.0015718340873718262,0.011002283815615892
aligned,12,text,28,-0.003304719924926758,0.0,0.0
aligned,12,text,29,-0.0002282857894897461,0.0,0.0
aligned,12,text,30,0.00935739278793335,0.00935739278793335,0.06549844672167739
aligned,12,text,31,0.0005107522010803223,0.0005107522010803223,0.0035750851320015386
aligned,12,text,32,0.003008902072906494,0.003008902072906494,0.021061252485537363
aligned,12,text,33,0.009391963481903076,0.009391963481903076,0.06574042937736194
aligned,12,text,34,0.011251509189605713,0.011251509189605713,0.07875659298433872
aligned,12,text,35,0.002854585647583008,0.002854585647583008,0.01998109197593858
aligned,12,text,36,0.006676018238067627,0.006676018238067627,0.04672977129301346
aligned,12,text,37,0.002000570297241211,0.002000570297241211,0.014003285957579607
aligned,12,text,38,0.0020444393157958984,0.0020444393157958984,0.01431035360341379
aligned,12,text,39,0.002338111400604248,0.002338111400604248,0.016365954542306497
aligned,12,text,40,0.006734192371368408,0.006734192371368408,0.04713696969292401
aligned,12,text,41,0.011804401874542236,0.011804401874542236,0.08262664662939022
aligned,12,text,42,0.0016034841537475586,0.0016034841537475586,0.011223823109009849
aligned,12,text,43,-7.611513137817383e-05,0.0,0.0
aligned,12,text,44,0.0,0.0,0.0
aligned,12,text,45,0.0,0.0,0.0
aligned,12,text,46,0.0,0.0,0.0
aligned,12,text,47,0.0,0.0,0.0
aligned,12,text,48,0.0,0.0,0.0
aligned,12,text,49,0.0,0.0,0.0
aligned,13,text,0,0.000984877347946167,0.000984877347946167,0.036880630944821344
aligned,13,text,1,0.0013922154903411865,0.0013922154903411865,0.05213419295510422
aligned,13,text,2,-0.0025756657123565674,0.0,0.0
aligned,13,text,3,-0.0032776296138763428,0.0,0.0
aligned,13,text,4,-0.003934413194656372,0.0,0.0
aligned,13,text,5,0.002251178026199341,0.002251178026199341,0.08429970102214936
aligned,13,text,6,0.0058966875076293945,0.0058966875076293945,0.22081283138385788
aligned,13,text,7,-0.001337975263595581,0.0,0.0
aligned,13,text,8,-0.00013896822929382324,0.0,0.0
aligned,13,text,9,-0.002157837152481079,0.0,0.0
aligned,13,text,10,0.0011433064937591553,0.0011433064937591553,0.04281331573020792
aligned,13,text,11,-0.006131231784820557,0.0,0.0
aligned,13,text,12,-0.0038042962551116943,0.0,0.0
aligned,13,text,13,-0.002024054527282715,0.0,0.0
aligned,13,text,14,-0.00026416778564453125,0.0,0.0
aligned,13,text,15,-0.0031365156173706055,0.0,0.0
aligned,13,text,16,-0.004177778959274292,0.0,0.0
aligned,13,text,17,0.0004118680953979492,0.0004118680953979492,0.015423194833341331
aligned,13,text,18,-0.0007611513137817383,0.0,0.0
aligned,13,text,19,0.0017841458320617676,0.0017841458320617676,0.06681078016590536
aligned,13,text,20,-0.0001645982265472412,0.0,0.0
aligned,13,text,21,0.004719406366348267,0.004719406366348267,0.17672726948071152
aligned,13,text,22,-0.0027830004692077637,0.0,0.0
aligned,13,text,23,0.000253140926361084,0.000253140926361084,0.00947934999380617
aligned,13,text,24,0.001019895076751709,0.001019895076751709,0.038191937307279815
aligned,13,text,25,-0.0012716352939605713,0.0,0.0
aligned,13,text,26,0.0018221735954284668,0.0018221735954284668,0.06823480307526453
aligned,13,text,27,0.0018218457698822021,0.0018218457698822021,0.06822252701570108
aligned,13,text,28,-0.00324055552482605,0.0,0.0
aligned,13,text,29,-1.2367963790893555e-05,0.0,0.0
aligned,13,text,30,0.0032026469707489014,0.0032026469707489014,0.11992928989691458
aligned,13,text,31,-0.00236627459526062,0.0,0.0
aligned,13,text,32,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,33,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,34,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,35,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,36,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,37,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,38,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,39,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,40,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,41,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,42,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,43,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,44,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,45,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,46,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,47,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,48,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,13,text,49,5.960464477539063e-08,5.960464477539063e-08,2.2320108297165456e-06
aligned,14,text,0,0.0020574629306793213,0.0020574629306793213,0.02217076081385386
aligned,14,text,1,0.000528186559677124,0.000528186559677124,0.005691620347117226
aligned,14,text,2,0.013400346040725708,0.013400346040725708,0.1443991347118511
aligned,14,text,3,0.011079847812652588,0.011079847812652588,0.11939396430686386
aligned,14,text,4,0.004247128963470459,0.004247128963470459,0.04576611271611329
aligned,14,text,5,-0.00519677996635437,0.0,0.0
aligned,14,text,6,0.0009669363498687744,0.0009669363498687744,0.010419490050342402
aligned,14,text,7,0.007085710763931274,0.007085710763931274,0.0763540359346358
aligned,14,text,8,-0.0033926069736480713,0.0,0.0
aligned,14,text,9,-0.0003489553928375244,0.0,0.0
aligned,14,text,10,0.010550647974014282,0.010550647974014282,0.11369142509207175
aligned,14,text,11,0.0008634626865386963,0.0008634626865386963,0.009304480974836505
aligned,14,text,12,-0.004699259996414185,0.0,0.0
aligned,14,text,13,0.0017419755458831787,0.0017419755458831787,0.018771139248961743
aligned,14,text,14,0.0005629360675811768,0.0005629360675811768,0.006066073279732398
aligned,14,text,15,0.007958590984344482,0.007958590984344482,0.08575999815021536
aligned,14,text,16,0.008455336093902588,0.008455336093902588,0.09111281245624424
aligned,14,text,17,0.0007376670837402344,0.0007376670837402344,0.007948935667316233
aligned,14,text,18,-0.010925859212875366,0.0,0.0
aligned,14,text,19,-0.017717063426971436,0.0,0.0
aligned,14,text,20,-0.0073926448822021484,0.0,0.0
aligned,14,text,21,-0.0022965073585510254,0.0,0.0
aligned,14,text,22,4.932284355163574e-05,4.932284355163574e-05,0.0005314919412333696
aligned,14,text,23,0.009957104921340942,0.009957104921340942,0.10729553777992444
aligned,14,text,24,0.0036153197288513184,0.0036153197288513184,0.03895787757765563
aligned,14,text,25,-0.00788646936416626,0.0,0.0
aligned,14,text,26,-0.009786486625671387,0.0,0.0
aligned,14,text,27,-0.004195690155029297,0.0,0.0
aligned,14,text,28,-0.0011429190635681152,0.0,0.0
aligned,14,text,29,-0.0066085755825042725,0.0,0.0
aligned,14,text,30,-0.017840564250946045,0.0,0.0
aligned,14,text,31,0.0047969818115234375,0.0047969818115234375,0.05169120414557291
aligned,14,text,32,0.004145771265029907,0.004145771265029907,0.044673904805457895
aligned,14,text,33,-0.019287854433059692,0.0,0.0
aligned,14,text,34,-0.007940351963043213,0.0,0.0
aligned,14,text,35,-0.0022265613079071045,0.0,0.0
aligned,14,text,36,-0.0073912739753723145,0.0,0.0
aligned,14,text,37,0.0,0.0,0.0
aligned,14,text,38,0.0,0.0,0.0
aligned,14,text,39,0.0,0.0,0.0
aligned,14,text,40,0.0,0.0,0.0
aligned,14,text,41,0.0,0.0,0.0
aligned,14,text,42,0.0,0.0,0.0
aligned,14,text,43,0.0,0.0,0.0
aligned,14,text,44,0.0,0.0,0.0
aligned,14,text,45,0.0,0.0,0.0
aligned,14,text,46,0.0,0.0,0.0
aligned,14,text,47,0.0,0.0,0.0
aligned,14,text,48,0.0,0.0,0.0
aligned,14,text,49,0.0,0.0,0.0
aligned,15,text,0,-0.0025788545608520508,0.0,0.0
aligned,15,text,1,-0.0023873448371887207,0.0,0.0
aligned,15,text,2,-0.0005355477333068848,0.0,0.0
aligned,15,text,3,-0.0036644339561462402,0.0,0.0
aligned,15,text,4,-0.0009660124778747559,0.0,0.0
aligned,15,text,5,-0.000755012035369873,0.0,0.0
aligned,15,text,6,-0.0009032487869262695,0.0,0.0
aligned,15,text,7,-0.0011309981346130371,0.0,0.0
aligned,15,text,8,0.0012246966361999512,0.0012246966361999512,0.07430189416129662
aligned,15,text,9,0.0012826919555664062,0.0012826919555664062,0.07782044884173375
aligned,15,text,10,0.00212019681930542,0.00212019681930542,0.12863156067608322
aligned,15,text,11,-0.0002542734146118164,0.0,0.0
aligned,15,text,12,-0.002567887306213379,0.0,0.0
aligned,15,text,13,0.0021234750747680664,0.0021234750747680664,0.12883045122842038
aligned,15,text,14,0.0009557604789733887,0.0009557604789733887,0.057985636485929394
aligned,15,text,15,0.0014087557792663574,0.0014087557792663574,0.08546869462706214
aligned,15,text,16,-0.0009363293647766113,0.0,0.0
aligned,15,text,17,-1.4007091522216797e-05,0.0,0.0
aligned,15,text,18,0.0013636946678161621,0.0013636946678161621,0.08273485358039157
aligned,15,text,19,0.0019660592079162598,0.0019660592079162598,0.11928008852437674
aligned,15,text,20,0.004037380218505859,0.004037380218505859,0.2449463718747062
aligned,15,text,21,-0.00017714500427246094,0.0,0.0
aligned,15,text,22,-0.0010311603546142578,0.0,0.0
aligned,15,text,23,0.0,0.0,0.0
aligned,15,text,24,0.0,0.0,0.0
aligned,15,text,25,0.0,0.0,0.0
aligned,15,text,26,0.0,0.0,0.0
aligned,15,text,27,0.0,0.0,0.0
aligned,15,text,28,0.0,0.0,0.0
aligned,15,text,29,0.0,0.0,0.0
aligned,15,text,30,0.0,0.0,0.0
aligned,15,text,31,0.0,0.0,0.0
aligned,15,text,32,0.0,0.0,0.0
aligned,15,text,33,0.0,0.0,0.0
aligned,15,text,34,0.0,0.0,0.0
aligned,15,text,35,0.0,0.0,0.0
aligned,15,text,36,0.0,0.0,0.0
aligned,15,text,37,0.0,0.0,0.0
aligned,15,text,38,0.0,0.0,0.0
aligned,15,text,39,0.0,0.0,0.0
aligned,15,text,40,0.0,0.0,0.0
aligned,15,text,41,0.0,0.0,0.0
aligned,15,text,42,0.0,0.0,0.0
aligned,15,text,43,0.0,0.0,0.0
aligned,15,text,44,0.0,0.0,0.0
aligned,15,text,45,0.0,0.0,0.0
aligned,15,text,46,0.0,0.0,0.0
aligned,15,text,47,0.0,0.0,0.0
aligned,15,text,48,0.0,0.0,0.0
aligned,15,text,49,0.0,0.0,0.0
aligned,16,text,0,0.0017709136009216309,0.0017709136009216309,0.05010176842666181
aligned,16,text,1,0.0035147666931152344,0.0035147666931152344,0.09943795498580975
aligned,16,text,2,-2.6047229766845703e-05,0.0,0.0
aligned,16,text,3,0.0006378889083862305,0.0006378889083862305,0.018046821907782798
aligned,16,text,4,0.002630889415740967,0.002630889415740967,0.0744317578198117
aligned,16,text,5,0.0035375356674194336,0.0035375356674194336,0.10008212298887208
aligned,16,text,6,0.003264188766479492,0.003264188766479492,0.09234873434477828
aligned,16,text,7,0.0007686018943786621,0.0007686018943786621,0.0217448858625359
aligned,16,text,8,0.000920712947845459,0.000920712947845459,0.02604833283587375
aligned,16,text,9,0.004189491271972656,0.004189491271972656,0.11852691256346826
aligned,16,text,10,0.0027434229850769043,0.0027434229850769043,0.0776154991543187
aligned,16,text,11,0.010161519050598145,0.010161519050598145,0.2874844227698212
aligned,16,text,12,0.0012063980102539062,0.0012063980102539062,0.03413078634026573
aligned,16,text,13,0.0,0.0,0.0
aligned,16,text,14,0.0,0.0,0.0
aligned,16,text,15,0.0,0.0,0.0
aligned,16,text,16,0.0,0.0,0.0
aligned,16,text,17,0.0,0.0,0.0
aligned,16,text,18,0.0,0.0,0.0
aligned,16,text,19,0.0,0.0,0.0
aligned,16,text,20,0.0,0.0,0.0
aligned,16,text,21,0.0,0.0,0.0
aligned,16,text,22,0.0,0.0,0.0
aligned,16,text,23,0.0,0.0,0.0
aligned,16,text,24,0.0,0.0,0.0
aligned,16,text,25,0.0,0.0,0.0
aligned,16,text,26,0.0,0.0,0.0
aligned,16,text,27,0.0,0.0,0.0
aligned,16,text,28,0.0,0.0,0.0
aligned,16,text,29,0.0,0.0,0.0
aligned,16,text,30,0.0,0.0,0.0
aligned,16,text,31,0.0,0.0,0.0
aligned,16,text,32,0.0,0.0,0.0
aligned,16,text,33,0.0,0.0,0.0
aligned,16,text,34,0.0,0.0,0.0
aligned,16,text,35,0.0,0.0,0.0
aligned,16,text,36,0.0,0.0,0.0
aligned,16,text,37,0.0,0.0,0.0
aligned,16,text,38,0.0,0.0,0.0
aligned,16,text,39,0.0,0.0,0.0
aligned,16,text,40,0.0,0.0,0.0
aligned,16,text,41,0.0,0.0,0.0
aligned,16,text,42,0.0,0.0,0.0
aligned,16,text,43,0.0,0.0,0.0
aligned,16,text,44,0.0,0.0,0.0
aligned,16,text,45,0.0,0.0,0.0
aligned,16,text,46,0.0,0.0,0.0
aligned,16,text,47,0.0,0.0,0.0
aligned,16,text,48,0.0,0.0,0.0
aligned,16,text,49,0.0,0.0,0.0
aligned,17,text,0,0.010719776153564453,0.010719776153564453,0.031049180480698796
aligned,17,text,1,0.0017604231834411621,0.0017604231834411621,0.005098958817987628
aligned,17,text,2,0.002798616886138916,0.002798616886138916,0.008106023815167533
aligned,17,text,3,0.00767064094543457,0.00767064094543457,0.02221754556304262
aligned,17,text,4,0.014658987522125244,0.014658987522125244,0.04245886693141775
aligned,17,text,5,0.010291993618011475,0.010291993618011475,0.029810134351133968
aligned,17,text,6,0.008794009685516357,0.008794009685516357,0.025471314882244005
aligned,17,text,7,0.005160331726074219,0.005160331726074219,0.014946587392114335
aligned,17,text,8,0.009481549263000488,0.009481549263000488,0.027462731505419467
aligned,17,text,9,0.013989865779876709,0.013989865779876709,0.04052079644925323
aligned,17,text,10,0.006472587585449219,0.006472587585449219,0.018747456778835703
aligned,17,text,11,0.015995800495147705,0.015995800495147705,0.04633086450615371
aligned,17,text,12,0.0008928179740905762,0.0008928179740905762,0.002585993029782857
aligned,17,text,13,0.015613555908203125,0.015613555908203125,0.045223716278635355
aligned,17,text,14,0.017407774925231934,0.017407774925231934,0.05042056267575957
aligned,17,text,15,0.030106306076049805,0.030106306076049805,0.08720108681109026
aligned,17,text,16,0.023692011833190918,0.023692011833190918,0.06862247315817269
aligned,17,text,17,0.020000994205474854,0.020000994205474854,0.05793166480185361
aligned,17,text,18,0.02263057231903076,0.02263057231903076,0.06554807808010518
aligned,17,text,19,0.015274107456207275,0.015274107456207275,0.04424052445644339
aligned,17,text,20,0.019629061222076416,0.019629061222076416,0.05685438350765206
aligned,17,text,21,0.013274908065795898,0.013274908065795898,0.038449964858877014
aligned,17,text,22,0.015229582786560059,0.015229582786560059,0.04411156145535869
aligned,17,text,23,0.015614628791809082,0.015614628791809082,0.04522682382083017
aligned,17,text,24,0.009791374206542969,0.009791374206542969,0.028360120634788002
aligned,17,text,25,0.018299221992492676,0.018299221992492676,0.05300258495718239
aligned,17,text,26,0.0,0.0,0.0
aligned,17,text,27,0.0,0.0,0.0
aligned,17,text,28,0.0,0.0,0.0
aligned,17,text,29,0.0,0.0,0.0
aligned,17,text,30,0.0,0.0,0.0
aligned,17,text,31,0.0,0.0,0.0
aligned,17,text,32,0.0,0.0,0.0
aligned,17,text,33,0.0,0.0,0.0
aligned,17,text,34,0.0,0.0,0.0
aligned,17,text,35,0.0,0.0,0.0
aligned,17,text,36,0.0,0.0,0.0
aligned,17,text,37,0.0,0.0,0.0
aligned,17,text,38,0.0,0.0,0.0
aligned,17,text,39,0.0,0.0,0.0
aligned,17,text,40,0.0,0.0,0.0
aligned,17,text,41,0.0,0.0,0.0
aligned,17,text,42,0.0,0.0,0.0
aligned,17,text,43,0.0,0.0,0.0
aligned,17,text,44,0.0,0.0,0.0
aligned,17,text,45,0.0,0.0,0.0
aligned,17,text,46,0.0,0.0,0.0
aligned,17,text,47,0.0,0.0,0.0
aligned,17,text,48,0.0,0.0,0.0
aligned,17,text,49,0.0,0.0,0.0
aligned,18,text,0,-0.005119979381561279,0.0,0.0
aligned,18,text,1,-0.001853257417678833,0.0,0.0
aligned,18,text,2,-8.943676948547363e-05,0.0,0.0
aligned,18,text,3,-8.785724639892578e-05,0.0,0.0
aligned,18,text,4,-0.007705897092819214,0.0,0.0
aligned,18,text,5,-0.01322174072265625,0.0,0.0
aligned,18,text,6,-0.008889079093933105,0.0,0.0
aligned,18,text,7,-0.005888134241104126,0.0,0.0
aligned,18,text,8,-0.00235670804977417,0.0,0.0
aligned,18,text,9,-0.0027612149715423584,0.0,0.0
aligned,18,text,10,0.0002664625644683838,0.0002664625644683838,0.0011067919966349365
aligned,18,text,11,0.0006035864353179932,0.0006035864353179932,0.002507086266396082
aligned,18,text,12,0.02024826407432556,0.02024826407432556,0.08410418427040732
aligned,18,text,13,0.008133560419082642,0.008133560419082642,0.03378395608384039
aligned,18,text,14,-0.0003291666507720947,0.0,0.0
aligned,18,text,15,0.007006913423538208,0.007006913423538208,0.029104259781325335
aligned,18,text,16,-0.0007800757884979248,0.0,0.0
aligned,18,text,17,0.007840126752853394,0.007840126752853394,0.032565135594088954
aligned,18,text,18,0.0040815770626068115,0.0040815770626068115,0.01695343897764654
aligned,18,text,19,-0.00032526254653930664,0.0,0.0
aligned,18,text,20,0.002596437931060791,0.002596437931060791,0.010784692129608425
aligned,18,text,21,-0.006049603223800659,0.0,0.0
aligned,18,text,22,0.00195920467376709,0.00195920467376709,0.008137848770694634
aligned,18,text,23,0.00018361210823059082,0.00018361210823059082,0.000762660271923481
aligned,18,text,24,-0.001008361577987671,0.0,0.0
aligned,18,text,25,0.0012435615062713623,0.0012435615062713623,0.005165318157206799
aligned,18,text,26,0.004382878541946411,0.004382878541946411,0.018204939602406545
aligned,18,text,27,0.0017847716808319092,0.0017847716808319092,0.007413315322947817
aligned,18,text,28,0.011083751916885376,0.011083751916885376,0.04603801640493262
aligned,18,text,29,0.03041696548461914,0.03041696548461914,0.12634140194313112
aligned,18,text,30,0.005254209041595459,0.005254209041595459,0.021824140766215475
aligned,18,text,31,0.007339984178543091,0.007339984178543091,0.03048771883002146
aligned,18,text,32,0.02168118953704834,0.02168118953704834,0.0900560538588431
aligned,18,text,33,0.009546041488647461,0.009546041488647461,0.03965090683660997
aligned,18,text,34,-0.002910017967224121,0.0,0.0
