variant,id,main_modality,aligned_bin,occlusion_drop,positive_occlusion_drop,normalized_local_importance
aligned,06,text,30,0.001074075698852539,0.001074075698852539,0.012919470545471231
aligned,06,text,31,0.003999054431915283,0.003999054431915283,0.04810244380173703
aligned,06,text,32,-0.0027367472648620605,0.0,0.0
aligned,06,text,33,0.0018306374549865723,0.0018306374549865723,0.022019739115596997
aligned,06,text,34,-0.00035834312438964844,0.0,0.0
aligned,06,text,35,-0.00023680925369262695,0.0,0.0
aligned,06,text,36,-0.004517078399658203,0.0,0.0
aligned,06,text,37,0.0,0.0,0.0
aligned,06,text,38,0.0,0.0,0.0
aligned,06,text,39,0.0,0.0,0.0
aligned,06,text,40,0.0,0.0,0.0
aligned,06,text,41,0.0,0.0,0.0
aligned,06,text,42,0.0,0.0,0.0
aligned,06,text,43,0.0,0.0,0.0
aligned,06,text,44,0.0,0.0,0.0
aligned,06,text,45,0.0,0.0,0.0
aligned,06,text,46,0.0,0.0,0.0
aligned,06,text,47,0.0,0.0,0.0
aligned,06,text,48,0.0,0.0,0.0
aligned,06,text,49,0.0,0.0,0.0
aligned,07,text,0,0.0021738409996032715,0.0021738409996032715,0.019891160647669413
aligned,07,text,1,-5.78761100769043e-05,0.0,0.0
aligned,07,text,2,-0.003988504409790039,0.0,0.0
aligned,07,text,3,-0.0036600232124328613,0.0,0.0
aligned,07,text,4,-0.000607907772064209,0.0,0.0
aligned,07,text,5,-9.119510650634766e-06,0.0,0.0
aligned,07,text,6,-0.004371583461761475,0.0,0.0
aligned,07,text,7,-0.0006188154220581055,0.0,0.0
aligned,07,text,8,-0.005037248134613037,0.0,0.0
aligned,07,text,9,-0.007578849792480469,0.0,0.0
aligned,07,text,10,-0.006785154342651367,0.0,0.0
aligned,07,text,11,-0.0090104341506958,0.0,0.0
aligned,07,text,12,-0.0024206042289733887,0.0,0.0
aligned,07,text,13,-0.0027614831924438477,0.0,0.0
aligned,07,text,14,0.006080329418182373,0.006080329418182373,0.05563645605630239
aligned,07,text,15,0.006429910659790039,0.006429910659790039,0.05883520731616861
aligned,07,text,16,0.0001537799835205078,0.0001537799835205078,0.00140712331636059
aligned,07,text,17,0.0027463436126708984,0.0027463436126708984,0.025129695319624244
aligned,07,text,18,-0.002553284168243408,0.0,0.0
aligned,07,text,19,0.006948530673980713,0.006948530673980713,0.06358070343076298
aligned,07,text,20,0.0030945539474487305,0.0030945539474487305,0.02831590245690276
aligned,07,text,21,0.01448369026184082,0.01448369026184082,0.13252920053579764
aligned,07,text,22,0.011785328388214111,0.011785328388214111,0.10783854950674328
aligned,07,text,23,0.008390545845031738,0.008390545845031738,0.07677548420313189
aligned,07,text,24,0.008048951625823975,0.008048951625823975,0.07364981609225493
aligned,07,text,25,0.0014638900756835938,0.0014638900756835938,0.013394941337138021
aligned,07,text,26,0.0015063881874084473,0.0015063881874084473,0.013783809137357052
aligned,07,text,27,0.00160902738571167,0.00160902738571167,0.014722982141532608
aligned,07,text,28,-0.0009468197822570801,0.0,0.0
aligned,07,text,29,0.004715442657470703,0.004715442657470703,0.043147418528650776
aligned,07,text,30,0.0028102993965148926,0.0028102993965148926,0.02571490590817266
aligned,07,text,31,0.0031655430793762207,0.0031655430793762207,0.02896546984829247
aligned,07,text,32,0.0011143088340759277,0.0011143088340759277,0.010196190077271796
aligned,07,text,33,-0.007539808750152588,0.0,0.0
aligned,07,text,34,-0.004273891448974609,0.0,0.0
aligned,07,text,35,-0.0014517903327941895,0.0,0.0
aligned,07,text,36,-0.0019479990005493164,0.0,0.0
aligned,07,text,37,-0.003975927829742432,0.0,0.0
aligned,07,text,38,-0.0039917826652526855,0.0,0.0
aligned,07,text,39,-0.00828176736831665,0.0,0.0
aligned,07,text,40,-0.005686461925506592,0.0,0.0
aligned,07,text,41,-0.006140232086181641,0.0,0.0
aligned,07,text,42,0.0001621246337890625,0.0001621246337890625,0.0014834788451553507
aligned,07,text,43,-0.00129622220993042,0.0,0.0
aligned,07,text,44,0.005187869071960449,0.005187869071960449,0.04747023225170273
aligned,07,text,45,0.0027184486389160156,0.0027184486389160156,0.024874449694796043
aligned,07,text,46,0.0036845803260803223,0.0036845803260803223,0.03371478373932659
aligned,07,text,47,0.0018239021301269531,0.0018239021301269531,0.016689137007997696
aligned,07,text,48,-0.0037540197372436523,0.0,0.0
aligned,07,text,49,0.008989155292510986,0.008989155292510986,0.08225290260088747
aligned,08,text,0,0.03570374846458435,0.03570374846458435,0.0675861471356424
aligned,08,text,1,0.019733548164367676,0.019733548164367676,0.0373550270518008
aligned,08,text,2,0.10446828603744507,0.10446828603744507,0.1977553969757202
aligned,08,text,3,0.06710726022720337,0.06710726022720337,0.1270320725031024
aligned,08,text,4,0.024133265018463135,0.024133265018463135,0.045683561825986256
aligned,08,text,5,0.04269436001777649,0.04269436001777649,0.08081916947420222
aligned,08,text,6,0.046378105878829956,0.046378105878829956,0.08779239218840643
aligned,08,text,7,0.0038658082485198975,0.0038658082485198975,0.007317861466053422
aligned,08,text,8,0.0403938889503479,0.0403938889503479,0.0764644453141118
aligned,08,text,9,0.039214879274368286,0.039214879274368286,0.0742326146279264
aligned,08,text,10,0.04809218645095825,0.04809218645095825,0.09103709636463943
aligned,08,text,11,0.011572510004043579,0.011572510004043579,0.021906421524278134
aligned,08,text,12,0.044912368059158325,0.044912368059158325,0.08501779354813013
aligned,08,text,13,-5.960464477539063e-08,0.0,0.0
aligned,08,text,14,-5.960464477539063e-08,0.0,0.0
aligned,08,text,15,-5.960464477539063e-08,0.0,0.0
aligned,08,text,16,-5.960464477539063e-08,0.0,0.0
aligned,08,text,17,-5.960464477539063e-08,0.0,0.0
aligned,08,text,18,-5.960464477539063e-08,0.0,0.0
aligned,08,text,19,-5.960464477539063e-08,0.0,0.0
aligned,08,text,20,-5.960464477539063e-08,0.0,0.0
aligned,08,text,21,-5.960464477539063e-08,0.0,0.0
aligned,08,text,22,-5.960464477539063e-08,0.0,0.0
aligned,08,text,23,-5.960464477539063e-08,0.0,0.0
aligned,08,text,24,-5.960464477539063e-08,0.0,0.0
aligned,08,text,25,-5.960464477539063e-08,0.0,0.0
aligned,08,text,26,-5.960464477539063e-08,0.0,0.0
aligned,08,text,27,-5.960464477539063e-08,0.0,0.0
aligned,08,text,28,-5.960464477539063e-08,0.0,0.0
aligned,08,text,29,-5.960464477539063e-08,0.0,0.0
aligned,08,text,30,-5.960464477539063e-08,0.0,0.0
aligned,08,text,31,-5.960464477539063e-08,0.0,0.0
aligned,08,text,32,-5.960464477539063e-08,0.0,0.0
aligned,08,text,33,-5.960464477539063e-08,0.0,0.0
aligned,08,text,34,-5.960464477539063e-08,0.0,0.0
aligned,08,text,35,-5.960464477539063e-08,0.0,0.0
aligned,08,text,36,-5.960464477539063e-08,0.0,0.0
aligned,08,text,37,-5.960464477539063e-08,0.0,0.0
aligned,08,text,38,-5.960464477539063e-08,0.0,0.0
aligned,08,text,39,-5.960464477539063e-08,0.0,0.0
aligned,08,text,40,-5.960464477539063e-08,0.0,0.0
aligned,08,text,41,-5.960464477539063e-08,0.0,0.0
aligned,08,text,42,-5.960464477539063e-08,0.0,0.0
aligned,08,text,43,-5.960464477539063e-08,0.0,0.0
aligned,08,text,44,-5.960464477539063e-08,0.0,0.0
aligned,08,text,45,-5.960464477539063e-08,0.0,0.0
aligned,08,text,46,-5.960464477539063e-08,0.0,0.0
aligned,08,text,47,-5.960464477539063e-08,0.0,0.0
aligned,08,text,48,-5.960464477539063e-08,0.0,0.0
aligned,08,text,49,-5.960464477539063e-08,0.0,0.0
aligned,09,text,0,0.0012867450714111328,0.0012867450714111328,0.05563042923664063
aligned,09,text,1,0.0024858713150024414,0.0024858713150024414,0.10747279422565009
aligned,09,text,2,0.0010013580322265625,0.0010013580322265625,0.04329216283007053
aligned,09,text,3,0.0012119412422180176,0.0012119412422180176,0.0523964015966562
aligned,09,text,4,0.0008919239044189453,0.0008919239044189453,0.03856094789221282
aligned,09,text,5,-0.00030046701431274414,0.0,0.0
aligned,09,text,6,0.0017554759979248047,0.0017554759979248047,0.07589528450424031
aligned,09,text,7,0.0018352270126342773,0.0018352270126342773,0.07934319604392093
aligned,09,text,8,0.0009313821792602539,0.0009313821792602539,0.04026686526087393
aligned,09,text,9,0.0014879703521728516,0.0014879703521728516,0.06433009243392147
aligned,09,text,10,0.002866685390472412,0.002866685390472412,0.12393670067334775
aligned,09,text,11,0.0007541179656982422,0.0007541179656982422,0.03260312167416978
aligned,09,text,12,-0.0007125735282897949,0.0,0.0
aligned,09,text,13,-0.0004743337631225586,0.0,0.0
aligned,09,text,14,-0.0008672475814819336,0.0,0.0
aligned,09,text,15,-0.002203226089477539,0.0,0.0
aligned,09,text,16,-0.0010509490966796875,0.0,0.0
aligned,09,text,17,0.0009450912475585938,0.0009450912475585938,0.04085955558533323
aligned,09,text,18,0.00461268424987793,0.00461268424987793,0.1994222557793749
aligned,09,text,19,0.0010637640953063965,0.0010637640953063965,0.04599019226358743
aligned,09,text,20,0.0,0.0,0.0
aligned,09,text,21,0.0,0.0,0.0
aligned,09,text,22,0.0,0.0,0.0
aligned,09,text,23,0.0,0.0,0.0
aligned,09,text,24,0.0,0.0,0.0
aligned,09,text,25,0.0,0.0,0.0
aligned,09,text,26,0.0,0.0,0.0
aligned,09,text,27,0.0,0.0,0.0
aligned,09,text,28,0.0,0.0,0.0
aligned,09,text,29,0.0,0.0,0.0
aligned,09,text,30,0.0,0.0,0.0
aligned,09,text,31,0.0,0.0,0.0
aligned,09,text,32,0.0,0.0,0.0
aligned,09,text,33,0.0,0.0,0.0
