epoch,lr,train_loss,valid_loss,train_accuracy,valid_accuracy,train_macro_f1,valid_macro_f1,valid_mae
23,0.0001701119851842992,0.06287052026772885,2.877626039169647,0.9899852724594993,0.5576923076923077,0.989192527825313,0.5253043848309503,0.7019714427661601
24,0.00016082439215010306,0.05915845932935492,2.9814860558771823,0.9938144329896907,0.5590659340659341,0.9930426988584232,0.5292794514282766,0.654844872558817
25,0.0001515,0.05048638282176409,2.9495947518191494,0.9938144329896907,0.5879120879120879,0.9929979847796857,0.5543684889025388,0.6448078064918313
26,0.00014217560784989696,0.04361606982532499,3.1130678051120633,0.9964653902798233,0.5535714285714286,0.9960649581181485,0.5293634070180436,0.6499234307710859
27,0.00013288801481570084,0.04497777753275036,3.1024357276958425,0.9970544918998527,0.5576923076923077,0.996801970766097,0.5405207109296418,0.6469678493641358
28,0.00012367387478401991,0.041595809253835186,3.222075965378311,0.996759941089838,0.5618131868131868,0.9967204257613353,0.5396974839327089,0.6764554866451442
29,0.00011456955175601908,0.04464107254692881,3.195578782113044,0.9961708394698086,0.5673076923076923,0.9960848248400879,0.5429471544110719,0.6435970262276357
30,0.00010561097633532038,0.03632040217968694,3.2364154962392955,0.9976435935198822,0.5673076923076923,0.9973925189488088,0.5465443992776643,0.6228637189865317
31,9.683350392632539e-05,0.035060299082010415,3.3492957654890123,0.9985272459499264,0.5631868131868132,0.9982782122195736,0.5397213053570987,0.6429647458256683
32,8.827177520258673e-05,0.030431476221124975,3.293963128393823,0.9994108983799705,0.5810439560439561,0.9993357290633108,0.5486626156886324,0.6285148955815073
33,7.995957939589527e-05,0.031825426815623566,3.2596944452642083,0.9994108983799705,0.5769230769230769,0.9994082237498021,0.5492445670280669,0.6361479888475694
34,7.192972094561898e-05,0.028858914280609285,3.280884774176629,0.9991163475699558,0.5769230769230769,0.9988962652092127,0.54824246949932,0.6562452062575536
35,6.421389003456776e-05,0.029806596723787035,3.323636618289319,0.9982326951399116,0.5796703296703297,0.9980563859293715,0.5484160906847036,0.6345023116183846
36,5.684253752231957e-05,0.026569409231725252,3.3291906865088494,0.9994108983799705,0.570054945054945,0.999335498748883,0.5433595857312562,0.6300385509090559
37,4.984475476958972e-05,0.02774055015229907,3.2883230356069713,0.9997054491899853,0.5741758241758241,0.9996078245482053,0.5484601817935152,0.6399078326949665
38,4.324815882792042e-05,0.024189790189046746,3.2369216824625875,1.0,0.5782967032967034,1.0,0.5456053187964355,0.6483416275970719
39,3.707878344779531e-05,0.02558877861952966,3.221711224252051,0.9997054491899853,0.5686813186813187,0.999727904422946,0.5429380091675173,0.6275737043828346
40,3.136097633532032e-05,0.023757893323283836,3.2722071553324605,0.9994108983799705,0.5714285714285714,0.9994559269914681,0.5451272451148467,0.6490283353116035
41,2.6117303062950797e-05,0.02401396643496578,3.2251494638212432,0.9994108983799705,0.5728021978021978,0.9994080531245602,0.5475103802058191,0.6320442641307447
42,2.136845801348626e-05,0.02256264279099985,3.27251542531527,1.0,0.5741758241758241,1.0,0.5481312421972534,0.6409594690795619
43,1.7133182708796128e-05,0.021656059440285712,3.265930482319423,1.0,0.5782967032967034,1.0,0.5511638081675874,0.6389555555031441
44,1.3428191845594675e-05,0.02108477608730059,3.253674593600598,1.0,0.5782967032967034,1.0,0.5498072394989685,0.6372903159174782
45,1.02681073301697e-05,0.021173314942768466,3.2439264019767005,1.0,0.5782967032967034,1.0,0.5495928646027725,0.6419960928615183
46,7.6654005723983e-06,0.020879267977169318,3.2540616936736053,0.9997054491899853,0.5796703296703297,0.9996802074700137,0.5533376208077291,0.6380821254109493
47,5.630343266789724e-06,0.02054249187756538,3.2547044230031443,1.0,0.5796703296703297,1.0,0.5534906946933847,0.633698462871937
48,4.170966854800051e-06,0.02096090292632141,3.2508313682053114,0.9997054491899853,0.5796703296703297,0.9996077127092554,0.5534906946933847,0.6356087887767129
49,3.2930308284016733e-06,0.020650419914636856,3.2546112615983565,1.0,0.5782967032967034,1.0,0.5524945692896386,0.6374060247850778
50,2.9999999999999997e-06,0.021078859962693063,3.253995405448662,0.9997054491899853,0.5782967032967034,0.9996804377844414,0.5524945692896386,0.6367443506477994
