epoch,train_loss,valid_loss,train_f1,valid_f1,valid_mae
1.0,0.9425731333260684,0.9414227788264935,0.5148009275398845,0.5767346129048256,0.661275905500688
2.0,0.8018672647462151,0.9342619606426784,0.6327139375316427,0.5522136790793506,0.611915030839065
5.0,0.5980365869574062,1.103202639045296,0.7569059213744573,0.5657703594663189,0.623163619216859
10.0,0.2744401111825752,1.433043589958778,0.9084615793316096,0.5749489460615442,0.6443962875656415
20.0,0.10198014274854021,2.5649993223148386,0.9778465209490923,0.5381137630506653,0.6694087108755791
30.0,0.03632040217968694,3.2364154962392955,0.9973925189488088,0.5465443992776643,0.6228637189865317
40.0,0.023757893323283836,3.2722071553324605,0.9994559269914681,0.5451272451148467,0.6490283353116035
50.0,0.021078859962693063,3.253995405448662,0.9996804377844414,0.5524945692896386,0.6367443506477994
