model,split,condition_id,group,missing_modalities,requested_rate,position,duration,accuracy_mean,accuracy_sd,macro_f1_mean,macro_f1_sd,mae_mean,mae_sd,rmse_mean,rmse_sd,pearson_mean,pearson_sd,f1_negative_mean,f1_negative_sd,f1_neutral_mean,f1_neutral_sd,f1_positive_mean,f1_positive_sd,effective_missing_rate_mean,effective_missing_rate_sd
robust,test,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.6941769830353048,0.010415237681431025,0.6451793409204726,0.02066507016930879,0.6071113265810832,0.006770173902844515,0.8313196583925911,0.003069612177256999,0.6981149948100963,0.002231928742244744,0.7047648274277657,0.014880060143983959,0.4517445102757364,0.05532660250324571,0.779028685057916,0.01108517369129771,0.09881360917737032,1.6996749443881478e-17
robust,test,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.6946354883081156,0.008366936080190106,0.6451278571440172,0.018394612928535104,0.6078117058886978,0.007138561362223505,0.8319620372502307,0.0032832482374879836,0.6977519856291271,0.0024312689281002983,0.7036872521992136,0.01551667730196914,0.45171962443800223,0.05040139688665475,0.7799766947948358,0.009857940881373883,0.09881360917737032,1.6996749443881478e-17
robust,test,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.692801467216873,0.00794154428046255,0.643331723194967,0.017178365387454337,0.6080677832221867,0.00724469297082255,0.8323008626108713,0.0029478539568778706,0.6975175248481876,0.002307410536727881,0.7005160120715738,0.012501182650049524,0.44996364958197016,0.04684720325279077,0.7795155079313569,0.00780660056308397,0.09881360917737032,1.6996749443881478e-17
robust,test,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.6464924346629987,0.007278545560012646,0.6028804624173821,0.016463917659781443,0.6700399028519932,0.005957367112408936,0.9085858506410288,0.0014001615638452858,0.6223021479970331,0.0008641928112935627,0.6419620150758546,0.011471649787137567,0.4293700142360733,0.04622165947426129,0.737309357940219,0.012850290352326323,0.10753995489753898,0.0
robust,test,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.6717102246675837,0.002863364510957582,0.612437646212816,0.015560127605910542,0.6396622116011744,0.008848249368122446,0.8697218687019781,0.009538048423149226,0.6602143624966667,0.009363173728462201,0.67788700808297,0.0241143646134143,0.3956395728880684,0.044167747587528734,0.7637863576674099,0.014897039210480042,0.10753995489753898,0.0
robust,test,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.6391563502980285,0.012328592076798447,0.5946487786807454,0.024028878166623836,0.6880483911908627,0.00686879726669849,0.9266690604277246,0.0022614576371740506,0.6012060330595959,0.0030777672718931394,0.6443583059123571,0.028361268731058202,0.40783257927781036,0.06580618088847298,0.7317554508520684,0.01324382230580098,0.10753995489753898,0.0
robust,test,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.6189821182943605,0.01562285652214652,0.5742366501668711,0.015387211923237278,0.7116679771137601,0.01846276309020872,0.9614815061587721,0.021008670128296512,0.5595261930737827,0.027022691955200528,0.5977395004724703,0.030479827411679757,0.41268375607356567,0.042048352989937005,0.7122866939545776,0.02376630965431364,0.10753995489753898,0.0
robust,test,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.692801467216873,0.011698625238122961,0.643237466968917,0.02039595463846499,0.607972072947263,0.007380491767081684,0.8324227562140357,0.0036899540111437696,0.6975281537209715,0.002710219934554496,0.702639999858644,0.015105948879658767,0.44888849705865663,0.05371821900116052,0.7781839039894504,0.012920727643016796,0.09283263065006374,0.0
robust,test,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.6918844566712518,0.009628610729023355,0.6430972015912287,0.018105164543257477,0.6070877132332657,0.007166862021285086,0.8313817285553023,0.003050112520422604,0.6981855604286151,0.002209490805767591,0.7036941465066603,0.016550822789056202,0.4485313911770896,0.046454576047441624,0.7770660670899362,0.011055066041742913,0.09283263065006374,0.0
robust,test,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.6955524988537368,0.008059787176179245,0.6467630451776566,0.017099410872073593,0.607732740879496,0.006962901429031339,0.8324147735516457,0.0029631962283116643,0.6974787661212716,0.002142349423687781,0.7048298612638394,0.015773332631454806,0.45553245088970146,0.04518708739835522,0.7799268233794288,0.01122898593276319,0.09283263065006374,0.0
robust,test,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.692801467216873,0.006785258407587678,0.6432673181711913,0.018849450651186872,0.608048840751295,0.007433798898301373,0.8326301462165274,0.0030327191552513085,0.697234469619883,0.0021699198894648873,0.7037084909493151,0.017587501441863995,0.44807310974047104,0.05034553200992895,0.7780203538237878,0.009006422010322554,0.09283263065006374,0.0
robust,test,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.6937184777624942,0.009950726462269924,0.6437834144235999,0.0209430928551953,0.607835360434622,0.007151637838873864,0.8320867142513361,0.003002580698030659,0.6977284302782069,0.002183056976389759,0.7047413988472299,0.016828411847230457,0.44783878450394693,0.05497333308126061,0.7787700599196228,0.010172738306926395,0.06439847043827826,0.0
robust,test,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.6923429619440623,0.00873569870850878,0.6429431669118001,0.01956860495575164,0.60778090120701,0.007286278900584961,0.8318958107762914,0.003207108429572254,0.6978565025038238,0.002363251827636591,0.7036941465066603,0.016550822789056202,0.44766694009330754,0.051457247212417755,0.7774684141354321,0.009827308539071608,0.12918913618982253,0.0
robust,test,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.6932599724896836,0.00952985313655501,0.6443243362915987,0.01909172597419049,0.6073285194078836,0.007514496404425181,0.8321109338898536,0.003361141806374338,0.6976527335155144,0.0024923332794486823,0.702639999858644,0.015105948879658767,0.4516037639395474,0.04987634589601425,0.7787292450766046,0.009717419112371733,0.19164623982743403,3.3993498887762956e-17
robust,test,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.6914259513984411,0.004830652798190187,0.6422019699633417,0.014630489647521422,0.6075657808317101,0.007132650792856055,0.8324900608221003,0.00311913474838376,0.6972799642633977,0.0023283267734406426,0.7038044550509571,0.01606429155319446,0.44628251079863984,0.0405583241894654,0.776518944040428,0.01119385861668745,0.2562604176880086,0.0
robust,test,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.6932599724896836,0.00952985313655501,0.6432500675730736,0.0205724537214605,0.6077198783744507,0.007273575238877661,0.8320991292812908,0.0031562781826009116,0.6977045604464096,0.0023317795417058147,0.7036941465066603,0.016550822789056202,0.44731308356936755,0.054136641406283145,0.778742972643193,0.010046451281387848,0.033218943033630745,0.0
robust,test,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.6923429619440623,0.00873569870850878,0.6425190579058299,0.019747259798097064,0.607833571045402,0.007156951973144842,0.8320918535204843,0.0032165131364535584,0.6976887744910084,0.002389967624246506,0.7036941465066603,0.016550822789056202,0.4462159363167224,0.05190602801367977,0.7776470908941064,0.010136470030770268,0.0666339837238945,0.0
robust,test,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.6914259513984411,0.00794154428046255,0.6420606228666664,0.018842708463577627,0.6074932484167165,0.007532599885564381,0.8316750493735455,0.003564129609432979,0.6979779570053631,0.0026687403115468428,0.702639999858644,0.015105948879658767,0.44658776285592455,0.05077241914748165,0.7769541058854307,0.008937531322207997,0.09881360917737032,1.6996749443881478e-17
robust,test,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.692801467216873,0.006202544364268067,0.642838455419005,0.019395061081452246,0.6077283067869578,0.007182550708151584,0.8317932987202571,0.003143104553646337,0.6978757490370655,0.002383587085866864,0.7036872521992136,0.01551667730196914,0.4465295908639657,0.05168615051881623,0.7782985231938353,0.005567456896150703,0.1321698205706442,0.0
robust,test,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.6726272352132049,0.0122258520183158,0.6236105822082246,0.021073753038994204,0.6427074935221476,0.020499311080742846,0.8756164813694438,0.026109220744561824,0.6562839024613797,0.02544056602323397,0.6744922194922194,0.014093390152208556,0.43623016615717347,0.05055077239884306,0.7601093609752811,0.011155137299044155,0.10053926855574076,0.0
robust,test,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.6579550664832645,0.01867529743642028,0.6076818822893958,0.001875059752997973,0.6596702753332627,0.005013978144364333,0.8939827913315179,0.009516761738708966,0.6375137116748933,0.008781067439907994,0.6546772648536133,0.01888291364919974,0.41516373934089995,0.042100872426863396,0.7532046426736745,0.025744739640133834,0.20092165898617512,0.0
robust,test,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.6497019715726732,0.01611957435235849,0.6056314192784655,0.0030989054837663524,0.6733440619311349,0.016097426725397154,0.9152833193355395,0.02880518946761856,0.6133976717797326,0.029611159520626058,0.6363406214039126,0.023670894467401345,0.43508082749364196,0.03978225088051233,0.7454728089378421,0.022563567127140367,0.29918619472497304,0.0
robust,test,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.6263182026593306,0.011118161992647493,0.5858867004824282,0.022184722535155056,0.6949676938490761,0.016868061487564232,0.9440816276590539,0.023200484293955374,0.5805717219311309,0.02573569152130536,0.6499522255095539,0.014586187921797071,0.39484963622412667,0.04647090187270681,0.7128582397136042,0.006628988189919591,0.3999019511716835,0.0
robust,test,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.671251719394773,0.01260681071514671,0.6215814866982768,0.02412123631270215,0.6369222901690647,0.011516817312705124,0.8706171661918466,0.010301784099656262,0.6613993856464836,0.009285442600425345,0.6781312142154987,0.02518797765433023,0.4260497397339503,0.04890850768796124,0.7605635061453816,0.010184354139943803,0.06935974115109324,0.0
robust,test,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.6597890875745072,0.011453458043830186,0.6138736716775682,0.012233886327220974,0.6563676615317807,0.011599646938427808,0.895562819923739,0.01725886092672962,0.6354755297507632,0.01635885662847861,0.6756354165912016,0.004863701271604684,0.4210337671494655,0.027696276689258538,0.7449518312920375,0.009594553270686422,0.1383665065202471,0.0
robust,test,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.6428243924805135,0.0031766177121850462,0.5937918245844885,0.0166902165499608,0.6727024156776168,0.0024902689561571057,0.9171499590103415,0.003276659323937777,0.6127751309240352,0.0030601211155570924,0.6526437381713763,0.012517151321369926,0.3914300737748682,0.05817677006348928,0.7373016618072209,0.014279796379554194,0.20635356407490932,0.0
robust,test,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.620816139385603,0.03125580369950345,0.5769936443820006,0.02440607670649809,0.7050630026059256,0.018995917585123038,0.9584844348127174,0.030998632727785407,0.5633669741266626,0.0364149208998469,0.6195448642074708,0.03880950443621002,0.39529705644745006,0.03978605853977451,0.7161390124910813,0.027653862056765684,0.27581135405431906,0.0
robust,test,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.6721687299403943,0.006923277794837885,0.618669040654515,0.01025567175985997,0.6297404597744393,0.006149289912452374,0.8561594959731348,0.003328605317384308,0.6746662021780825,0.002623343604020324,0.6838720128125658,0.007848255714280548,0.40856998539018113,0.040105380016451087,0.763565123760798,0.016584856134849096,0.06732032552211001,0.0
robust,test,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.6565795506648326,0.016410389883698605,0.6068955849240233,0.02443343717513936,0.6651923574920588,0.0070572565896515485,0.9045506672399518,0.003254872352520802,0.6267360629764512,0.0034557825801491524,0.6548844335522443,0.00945900904591293,0.4144556443826517,0.06587988490586105,0.7513466768371737,0.016728385243796596,0.1342876752622806,0.0
robust,test,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.6483264557542412,0.009758732991193373,0.6041335959988019,0.019946755492091135,0.6826577618050292,0.02219259313386836,0.9303249801457677,0.030771714153467744,0.5985857055925651,0.031324917506303694,0.6364728694862473,0.02174191643859992,0.4356073575532684,0.036636827052999824,0.74032056095689,0.008104034372766222,0.2003725855476027,0.0
robust,test,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.6231086657496561,0.01586322227602585,0.5779573814924651,0.01783507732061769,0.711001622023856,0.02126490020427657,0.9579388868003876,0.02864138784822676,0.5656705007979391,0.0303257588834395,0.6016799920779462,0.02751384770940561,0.4058242914933876,0.03252779280885679,0.7263678609060616,0.018899837063775328,0.26773213060103934,0.0
robust,test,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.6744612563044475,0.011698625238122961,0.621170292260406,0.014201287935955898,0.6363330065818903,0.005136474644688884,0.8666820279206252,0.014070290280277774,0.6650669756695343,0.012581372226795505,0.6792598629599444,0.006260454696733193,0.4157466929913714,0.041758450980180606,0.7685043208299023,0.017135837229049437,0.03614079811746249,0.0
robust,test,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.6629986244841816,0.01860763309280425,0.6120307184669294,0.00998851117308163,0.6576260897505589,0.00401959420041728,0.8878455482696284,0.014893832768608166,0.6433994381003378,0.014219432773450379,0.6607020229187276,0.02492269565198361,0.41936757521821555,0.03403714730333055,0.7560225572638449,0.021499659271532152,0.07173252279635259,0.0
robust,test,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.6478679504814305,0.023139757690867582,0.6047193287582077,0.02273140553677417,0.6790268464809892,0.013552152424329734,0.92434560083556,0.017480837212219557,0.60511373370139,0.01734818255325898,0.6378814372776023,0.033241417871607226,0.43974867957638103,0.03955274245371261,0.7365278694206397,0.019411620488814677,0.10753995489753898,0.0
robust,test,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.6070609812012838,0.015088934132878809,0.5612579913625813,0.00980225183845549,0.7036218879465143,0.008355652830743146,0.9541832678612222,0.014917179550659616,0.568858339226047,0.016589976473473465,0.6106995884773663,0.005702224880885115,0.3651413761111037,0.03394593881415565,0.7079330094992735,0.0188052342066573,0.14364153348367487,0.0
robust,test,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.6937184777624942,0.011118161992647533,0.6440539382456419,0.021414850957564468,0.6074744859588209,0.0073882065227500494,0.8319061287401951,0.003320681337321339,0.6979004564470891,0.0024520885139746873,0.7036941465066603,0.016550822789056202,0.44936243313041874,0.05535306304569483,0.7791052350998466,0.010745166079660239,0.031179527404647512,4.2491873609703695e-18
robust,test,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.6946354883081155,0.010743121975112322,0.6447529332789933,0.020876589224772826,0.6078033460656856,0.007416546499223151,0.8322624302923346,0.0034582722845725314,0.6976152457802282,0.0025343454441340606,0.7036941465066603,0.016550822789056202,0.4504127870779495,0.054613233299363254,0.7801518662523703,0.011066637743858226,0.06255515246592804,0.0
robust,test,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.692801467216873,0.010415237681431027,0.6424924029114057,0.02188616621970295,0.6078610404414636,0.007427097729061337,0.8323464128249407,0.003779545663503739,0.6975293807346831,0.002818342394761342,0.7036941465066603,0.016550822789056202,0.44534732678973105,0.056133530791004166,0.7784357354378256,0.009602733801461196,0.09283263065006374,0.0
robust,test,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.692801467216873,0.00794154428046255,0.6430635763431151,0.01878021103502437,0.6083131769743776,0.007123099682808719,0.8328118958050056,0.003393619696483118,0.6971250967613508,0.002467958331411956,0.702639999858644,0.015105948879658767,0.4476290746397881,0.049969884037530964,0.7789216545309129,0.008559325612915683,0.12409059711736443,1.6996749443881478e-17
robust,valid,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6341575091575091,0.006913767797867021,0.605363350858623,0.009166116234292025,0.5794507304207343,0.010356749384722747,0.7807122941980831,0.0065829028727821,0.67484634123027,0.005751734552699865,0.6740433334944614,0.009464008867496099,0.4287427031528665,0.033925983863931745,0.7133040159285414,0.006670351348521774,0.6413968351749895,0.0
robust,valid,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.6428571428571429,0.0013736263736263687,0.6130335509250449,0.00917210829478194,0.568664535192684,0.011158076803413762,0.7664250795895934,0.008560278938465702,0.6852241239840602,0.0081754185940284,0.6785288592425293,0.008869133386486573,0.4375828732242546,0.029252312080095124,0.7229889203083508,0.0020806461567566908,0.3296885226966465,0.0
robust,valid,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.6446886446886446,0.005551444896054134,0.613783717186923,0.01336005077544354,0.5674939266663562,0.011089984086889737,0.7636189759359876,0.00871334094729264,0.6863358912348926,0.007923216575340411,0.6790654302440036,0.0051587377234646,0.43751966571370554,0.033939710853610444,0.7247660556030601,0.0028790283681698003,0.0,0.0
robust,valid,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,0.25274725274725274,0.0,0.13450292397660818,0.0,0.7716497086950547,0.0009099092137591528,1.052032718929599,0.003759524639706488,0.005808082901299408,0.020119789359245206,0.0,0.0,0.40350877192982454,0.0,0.0,0.0,1.0,0.0
robust,valid,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.3850732600732601,0.034541537019308226,0.3410443793707813,0.0458707979219584,0.7684101189504592,0.006973177627492825,1.0264892149388896,0.006599147759761242,0.24590109522763656,0.00669246595710213,0.1578032047654638,0.08645468183694847,0.4019307106741808,0.006264286513737018,0.46339922267269934,0.05787439639763047,0.6882916875216573,1.3597399555105182e-16
robust,valid,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.3429487179487179,0.01531660135867924,0.3023217519694675,0.027502503571054715,0.7829348308242339,0.006649671302965466,1.0518019264612306,0.006819371442876167,0.06739619700508283,0.023719876772073403,0.1349612022257762,0.10201371797896573,0.3755164393672937,0.021856030321141955,0.3964876143153326,0.07540121118258462,0.6703114773033535,0.0
robust,valid,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.41712454212454214,0.012689016905266488,0.4079248107186711,0.010488620236640283,0.7705580170105141,0.003962714364197716,1.028269886700475,0.0022130455875830775,0.22620863914192346,0.019757400484243178,0.3509485556758245,0.01458101978943811,0.38734533291141005,0.00904051421015129,0.48548054356877884,0.029187695024841476,0.3586031648250106,0.0
robust,valid,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.6314102564102564,0.007565344158360003,0.6000109160471888,0.01166229794470588,0.5770094841454287,0.010364597453053124,0.7762337255185358,0.007165765007035263,0.6767647709896999,0.005805734451606258,0.6757002144334893,0.004220447014232884,0.41247920635905994,0.03780959504622857,0.7118533273490172,0.006976118977425776,0.3117083124783429,0.0
robust,valid,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.6446886446886446,0.005551444896054134,0.613783717186923,0.01336005077544354,0.5674939266663562,0.011089984086889737,0.7636189759359876,0.00871334094729264,0.6863358912348926,0.007923216575340411,0.6790654302440036,0.0051587377234646,0.43751966571370554,0.033939710853610444,0.7247660556030601,0.0028790283681698003,0.0,0.0
robust,valid,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.6433150183150184,0.0015861271131583068,0.6128377741485788,0.01041967985734259,0.5668449334151217,0.010963738791657325,0.7630302750144288,0.008642642945620456,0.6867494459208796,0.007891178305098915,0.676823391272563,0.0033705351504452045,0.43881113955758305,0.029610086159117394,0.7228787916155902,0.00035630888929813844,0.09879490239864475,0.0
robust,valid,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.6456043956043955,0.0049526803234395895,0.6158536408999398,0.012569733273322043,0.5678281692298464,0.010751862112504151,0.7637553115614507,0.008517236388180412,0.6860987467899861,0.007845113194370623,0.6791114235317856,0.003655608376578689,0.4435152049871683,0.03153595090898954,0.7249342941808655,0.0038538349598855564,0.09879490239864475,0.0
robust,valid,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.6451465201465201,0.005718862635896011,0.6147456734708167,0.01390455787319197,0.5671984557708002,0.011372429766708053,0.7633532431835213,0.00879684377347696,0.6864596225573036,0.007931682204534716,0.6796459251931597,0.003975795227565013,0.4393388198824884,0.03383989383772634,0.7252522753368019,0.004064370778317309,0.09879490239864475,0.0
robust,valid,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.5984432234432234,0.006775937997687129,0.5738315304724959,0.00971119452738986,0.6067709865312062,0.013857606955539859,0.8228156562268976,0.01757803863134041,0.6208674882021477,0.017365262885172216,0.6273100082047129,0.01859899740790065,0.4112611045962528,0.03383687041176391,0.6829234786165218,0.013722582069175746,0.1071112308936203,0.0
robust,valid,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.5993589743589745,0.015621540393069587,0.5750871345548854,0.011074962140740123,0.6237146828780735,0.0024926810706603617,0.848318792988557,0.004804609482898756,0.5913450332473033,0.006666703366461766,0.6330750402996086,0.018871298612022684,0.4136050955842417,0.019632525647667914,0.6785812677808059,0.017034406227964784,0.1071112308936203,0.0
robust,valid,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.5796703296703297,0.003634273778934906,0.548807825768525,0.007797260672938986,0.6226123419825683,0.008583844071177271,0.8475860804201684,0.0092133096027162,0.588423743955021,0.009424070977694272,0.5934498566545442,0.012255568021735082,0.3831106097419877,0.03761101232548307,0.6698630109090429,0.013262312804288672,0.1071112308936203,0.0
robust,valid,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.6446886446886446,0.0052004655181321635,0.6144938553583986,0.015008518946575487,0.5673022125468116,0.011709626426814047,0.7635419061683062,0.009099538732939434,0.686306156006145,0.008303982704636507,0.679707613274411,0.005592613905776972,0.4395115486709056,0.037843405994334056,0.7242624041298793,0.00229397735961219,0.09334693720401956,0.0
robust,valid,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.6456043956043955,0.0047583813394749845,0.6151641669841379,0.013898027315069925,0.5673418593841977,0.011382043605676097,0.7636690673868959,0.008888189572620475,0.6862380735896978,0.008048912029546827,0.6791351378908524,0.005351239938889525,0.4405447015859063,0.03357993960406254,0.7258126614756547,0.0036481228551047073,0.09334693720401956,0.0
robust,valid,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.6465201465201464,0.005551444896054139,0.6165185923216776,0.014507870876363566,0.5675399144868377,0.01144732789276774,0.7637528958774477,0.008702242661775324,0.6861357288668289,0.007955087439612141,0.679707613274411,0.005592613905776972,0.444019329756792,0.03468475342607736,0.7258288339338296,0.003666351416796378,0.09334693720401956,0.0
robust,valid,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.646062271062271,0.0052004655181321635,0.6159345107232369,0.012768502441199545,0.5676561355464597,0.011232094532987963,0.7637648203618644,0.00897963054934188,0.6861116875200031,0.008187916690821187,0.6808059605178413,0.0049803842665112445,0.44113363022485713,0.028979388506498387,0.7258639414270122,0.004703407806384924,0.09879490239864475,0.0
robust,valid,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.6437728937728937,0.004824017286104774,0.6134545499508532,0.014632102888349714,0.5670792615542618,0.010969150258389689,0.7634397022602873,0.008722522186073231,0.6862940118911566,0.007870402547119893,0.6785180004274252,0.0031631943407253657,0.4380133145336708,0.036643024991840786,0.7238323348914638,0.004421262878122428,0.09879490239864475,0.0
robust,valid,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.6433150183150182,0.0028594313179480368,0.6131595895055026,0.010863527815817169,0.5670891981277676,0.010809268031551229,0.7631858452164971,0.008743906507952936,0.6866010651895889,0.007976429008680022,0.6774038029250414,0.0020353953371811816,0.4391066955065048,0.029671407999288062,0.7229682700849617,0.0019639730762244906,0.09879490239864475,0.0
robust,valid,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.646062271062271,0.006344508452633292,0.6149478360680597,0.014941634509970766,0.5669276636582543,0.010978307992926527,0.7628907902812986,0.00860553010132594,0.6867438376225787,0.007882494768986975,0.6779881624812356,0.0034673117505032254,0.43965225794386265,0.039192921158884474,0.7272030877790812,0.005704010572924215,0.09879490239864475,0.0
robust,valid,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.608974358974359,0.013827535595733983,0.5853441954128905,0.007952964607394884,0.6123897953930348,0.007957355799608162,0.8239345043848378,0.01040857265471744,0.6203095623094685,0.010451254175877058,0.6302267678512729,0.005927259948672069,0.4347993669652766,0.02260187331064832,0.6910064514221221,0.015736249398178834,0.1071112308936203,0.0
robust,valid,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.6291208791208791,0.008355443036123898,0.5934736711886358,0.0185115792508782,0.6037319468585057,0.008411037689384832,0.8182543789485536,0.003399868196265814,0.6233428657258177,0.005253069124509919,0.6481370221636161,0.01764028517114568,0.4180091994652528,0.044413546745406735,0.7142747919370386,0.006195795536241791,0.1071112308936203,0.0
robust,valid,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.6062271062271063,0.007565344158360067,0.5804540010902742,0.0013337708185052256,0.6227366711548615,0.00789078874704293,0.8563576514600948,0.012010042059527538,0.5835553236573786,0.013153302109999876,0.6294837082507471,0.01533156516578524,0.42172171728035684,0.01898302574812371,0.6901565777397191,0.010376889909326996,0.1071112308936203,0.0
robust,valid,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.565018315018315,0.01766236403112263,0.5382403596173099,0.013955940364842531,0.6434644840307185,0.01014929564767916,0.8635255949406707,0.018359826612813157,0.5613004567611116,0.02602641722343564,0.545534325419581,0.03744930813814354,0.41113133867116164,0.024800355828992503,0.6580554147611869,0.022879045705257492,0.1071112308936203,0.0
robust,valid,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.6442307692307692,0.0036342737789349273,0.614111155096433,0.013096776977842827,0.5673844468227208,0.011319098275277373,0.7637143932124122,0.008592980707371401,0.6861561081538067,0.007860096627615557,0.6791335448766178,0.003584526069039766,0.4392502151012601,0.03433476279156978,0.7239497053114213,0.0024302259079399106,0.09334693720401956,0.0
robust,valid,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.6474358974358975,0.004196497889153685,0.6170539073163642,0.013797596421378708,0.5673588572454642,0.011038237551922564,0.7635499109695627,0.008746552324385246,0.6863472271423444,0.008008312239202507,0.6785418249089484,0.003556154342857018,0.44527288327650005,0.03526306272899163,0.7273470137636444,0.0026173654037984456,0.09334693720401956,0.0
robust,valid,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.6456043956043956,0.0027472527472527375,0.6153632893986297,0.012179814052495843,0.5673049264941398,0.010888540765985912,0.7639111346150208,0.008449214535117827,0.6859733346800193,0.007646207907257499,0.6779734015478786,0.0026085858881175045,0.4429984807565443,0.03337807481622764,0.7251179858914666,0.0018875046176998571,0.09334693720401956,0.0
robust,valid,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.6419413919413919,0.0028594313179480368,0.612488295868355,0.012386575432155407,0.5679685439088896,0.01116235360187743,0.7640448690845753,0.008697930718080286,0.6858894812900095,0.007880164975841457,0.6762447989561776,0.003956252294021576,0.4401379736670877,0.03274284689881385,0.7210821149817995,0.0015356162788063388,0.09334693720401956,0.0
robust,valid,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.6456043956043955,0.0049526803234395895,0.6150913444787794,0.014423905760706674,0.5675135582481637,0.010972529867907104,0.7635619439014961,0.00854090552230751,0.686332176123079,0.007790924759552668,0.6785460441580065,0.004603169189987106,0.4409086165977147,0.03619812548861771,0.7258193726806174,0.002934576613695946,0.06479805952335117,0.0
